word	book	chapter	verse	scroll_name	stem	verbal_tense	consonant_rep	language
1941363	Genesis	42	38	4Q9	qal	impf	TLKW	Hebrew
1941543	Genesis	45	17	4Q9	qal	impv	LKW	Hebrew
1941712	Genesis	45	28	4Q9	qal	impf	>LKH	Hebrew
1942252	Exodus	3	18	4Q11	qal	impf	NLKH	Hebrew
1942275	Exodus	3	19	4Q11	qal	infc	HLK	Hebrew
1942318	Exodus	3	21	4Q11	qal	impf	TLKWN	Hebrew
1942320	Exodus	3	21	4Q11	qal	impf	TLKW	Hebrew
1943318	Exodus	14	19	4Q11	qal	ptca	HLK	Hebrew
1943324	Exodus	14	19	4Q11	qal	wayq	JLK	Hebrew
1943379	Exodus	14	21	4Q11	hif	wayq	JWLK	Hebrew
1943548	Exodus	16	4	4Q11	qal	impf	JLK	Hebrew
1944057	Exodus	17	5	4Q11	qal	perf	HLKT	Hebrew
1944276	Exodus	18	20	4Q11	qal	impf	JLKW	Hebrew
1944394	Exodus	19	24	4Q11	qal	impv	LK	Hebrew
1945706	Genesis	26	26	4Q12	qal	perf	HLK	Hebrew
1945991	Exodus	2	3	4Q13	qal	impv	LKJ	Hebrew
1946024	Exodus	2	5	4Q13	qal	ptca	HWLKWT	Hebrew
1946076	Exodus	2	7	4Q13	qal	impf	>JLK	Hebrew
1946097	Exodus	2	8	4Q13	qal	impv	LKJ	Hebrew
1946099	Exodus	2	8	4Q13	qal	wayq	TLK	Hebrew
1946114	Exodus	2	9	4Q13	hif	impv	HLK	Hebrew
1946432	Exodus	3	16	4Q13	qal	impv	LK	Hebrew
1946525	Exodus	3	18	4Q13	qal	impf	NLKH	Hebrew
1946548	Exodus	3	19	4Q13	qal	infc	LKT	Hebrew
1946591	Exodus	3	21	4Q13	qal	impf	TLKWN	Hebrew
1946593	Exodus	3	21	4Q13	qal	impf	TLKW	Hebrew
1946767	Exodus	5	3	4Q13	qal	impf	NLKH	Hebrew
1946802	Exodus	5	4	4Q13	qal	impv	LKW	Hebrew
1946854	Exodus	5	7	4Q13	qal	impf	JLKW	Hebrew
1946887	Exodus	5	8	4Q13	qal	impf	NLKH	Hebrew
1946932	Exodus	5	11	4Q13	qal	impv	LKW	Hebrew
1947112	Exodus	5	11	4Q14	qal	impv	LKW	Hebrew
1948147	Exodus	9	23	4Q14	qal	wayq	THLK	Hebrew
1948620	Exodus	10	8	4Q14	qal	impv	LKW	Hebrew
1948629	Exodus	10	8	4Q14	qal	ptca	HWLKJM	Hebrew
1948639	Exodus	10	9	4Q14	qal	impf	NLK	Hebrew
1948650	Exodus	10	9	4Q14	qal	impf	NLK	Hebrew
1948678	Exodus	10	11	4Q14	qal	impv	LKW	Hebrew
1948997	Exodus	10	24	4Q14	qal	impv	LKW	Hebrew
1949008	Exodus	10	24	4Q14	qal	impf	JLK	Hebrew
1949194	Exodus	12	31	4Q14	qal	impv	LKW	Hebrew
1949210	Exodus	12	32	4Q14	qal	impv	LKW	Hebrew
1949574	Exodus	13	21	4Q14	qal	ptca	HLK	Hebrew
1949594	Exodus	13	21	4Q14	qal	infc	LKT	Hebrew
1950047	Exodus	15	19	4Q14	qal	perf	HLKW	Hebrew
1950220	Exodus	17	5	4Q14	qal	perf	HLKT	Hebrew
1951992	Exodus	14	21	4Q18	hif	wayq	JWLK	Hebrew
1952701	Exodus	7	15	4Q22	qal	impv	LK	Hebrew
1952806	Exodus	7	18	4Q22	qal	wayq	JLK	Hebrew
1953323	Exodus	8	21	4Q22	qal	impv	LKW	Hebrew
1954064	Exodus	10	8	4Q22	qal	impv	LKW	Hebrew
1954073	Exodus	10	8	4Q22	qal	ptca	HWLKJM	Hebrew
1954083	Exodus	10	9	4Q22	qal	impf	NLK	Hebrew
1954094	Exodus	10	9	4Q22	qal	impf	NLK	Hebrew
1954265	Exodus	10	24	4Q22	qal	impv	LKW	Hebrew
1954277	Exodus	10	24	4Q22	qal	impf	JLK	Hebrew
1954292	Exodus	10	26	4Q22	qal	impf	JLK	Hebrew
1954333	Exodus	10	28	4Q22	qal	impv	LK	Hebrew
1954757	Exodus	12	31	4Q22	qal	impv	LKW	Hebrew
1954773	Exodus	12	32	4Q22	qal	impv	LKW	Hebrew
1955359	Exodus	16	4	4Q22	qal	impf	JLK	Hebrew
1955704	Exodus	17	5	4Q22	qal	perf	HLKT	Hebrew
1956367	Exodus	18	20	4Q22	qal	impf	JLKW	Hebrew
1956627	Exodus	18	27	4Q22	qal	wayq	JLK	Hebrew
1956725	Exodus	19	10	4Q22	qal	impv	LK	Hebrew
1956923	Exodus	19	24	4Q22	qal	impv	LK	Hebrew
1960895	Exodus	33	14	4Q22	qal	impf	JLKW	Hebrew
1960906	Exodus	33	15	4Q22	qal	ptca	HLKJM	Hebrew
1960925	Exodus	33	16	4Q22	qal	infc	LKTK	Hebrew
1962983	Leviticus	26	27	4Q23	qal	perf	HLKTM	Hebrew
1962989	Leviticus	26	28	4Q23	qal	perf	HLKTJ	Hebrew
1965405	Numbers	12	9	4Q23	qal	wayq	JLK	Hebrew
1965491	Numbers	22	6	4Q23	qal	impv	LKH	Hebrew
1965525	Numbers	22	22	4Q23	qal	ptca	HLK	Hebrew
1965569	Numbers	22	23	4Q23	qal	wayq	TLK	Hebrew
1966111	Numbers	32	39	4Q23	qal	wayq	JLKW	Hebrew
1966145	Numbers	32	41	4Q23	qal	perf	HLK	Hebrew
1966158	Numbers	32	42	4Q23	qal	perf	HLK	Hebrew
1966226	Numbers	33	8	4Q23	qal	wayq	JLKW	Hebrew
1971203	Leviticus	26	3	4Q26c	qal	impf	TLKW	Hebrew
1971672	Numbers	12	9	4Q27	qal	wayq	JLK	Hebrew
1971915	Numbers	13	21	4Q27	qal	wayq	JLKW	Hebrew
1972844	Numbers	20	17	4Q27	qal	impf	NLK	Hebrew
1973291	Numbers	22	6	4Q27	qal	impv	LKH	Hebrew
1973326	Numbers	22	7	4Q27	qal	wayq	JLKW	Hebrew
1973419	Numbers	22	11	4Q27	qal	impv	LKH	Hebrew
1973440	Numbers	22	12	4Q27	qal	impf	TLK	Hebrew
1973464	Numbers	22	13	4Q27	qal	impv	LKW	Hebrew
1973473	Numbers	22	13	4Q27	qal	infc	HLWK	Hebrew
1973489	Numbers	22	14	4Q27	qal	infc	HLWK	Hebrew
1973522	Numbers	22	16	4Q27	qal	infc	HLWK	Hebrew
1973537	Numbers	22	17	4Q27	qal	impv	LKH	Hebrew
1973624	Numbers	22	20	4Q27	qal	impv	LK	Hebrew
1973647	Numbers	22	21	4Q27	qal	wayq	JLK	Hebrew
1973752	Numbers	22	37	4Q27	qal	perf	HLKTH	Hebrew
1973866	Numbers	23	3	4Q27	qal	impf	>LK	Hebrew
1973880	Numbers	23	3	4Q27	qal	wayq	JLK	Hebrew
1973892	Numbers	23	3	4Q27	qal	wayq	JLK	Hebrew
1973946	Numbers	23	13	4Q27	qal	impv	LKH	Hebrew
1974098	Numbers	24	1	4Q27	qal	perf	HLK	Hebrew
1977045	Numbers	32	39	4Q27	qal	wayq	JLKW	Hebrew
1977068	Numbers	32	41	4Q27	qal	perf	HLK	Hebrew
1977081	Numbers	32	42	4Q27	qal	perf	HLK	Hebrew
1978369	Deuteronomy	24	2	4Q28	qal	perf	HLKH	Hebrew
1978560	Deuteronomy	29	25	4Q29	qal	wayq	JLKW	Hebrew
1979633	Deuteronomy	8	2	4Q30	hif	perf	HWLJKK	Hebrew
1980180	Deuteronomy	13	5	4Q30	qal	impf	TLKWN	Hebrew
1980222	Deuteronomy	13	7	4Q30	qal	impf	NLKH	Hebrew
1980516	Deuteronomy	16	7	4Q30	qal	perf	HLKT	Hebrew
1980689	Deuteronomy	17	3	4Q30	qal	wayq	JLK	Hebrew
1981243	Deuteronomy	28	9	4Q30	qal	perf	HLKT	Hebrew
1981573	Deuteronomy	29	17	4Q30	qal	infc	LKT	Hebrew
1981614	Deuteronomy	29	18	4Q30	qal	impf	>LK	Hebrew
1981906	Deuteronomy	2	27	4Q31	qal	impf	>LK	Hebrew
1982736	Deuteronomy	8	2	4Q32	hif	perf	HLJKK	Hebrew
1982833	Deuteronomy	8	6	4Q32	qal	infc	LKT	Hebrew
1982913	Deuteronomy	8	15	4Q32	hif	ptca	MWLJKK	Hebrew
1983243	Deuteronomy	8	6	4Q33	qal	infc	LKT	Hebrew
1983878	Deuteronomy	20	4	4Q33	qal	ptca	HLK	Hebrew
1983908	Deuteronomy	20	5	4Q33	qal	impf	JLK	Hebrew
1983932	Deuteronomy	20	6	4Q33	qal	impf	JLK	Hebrew
1983956	Deuteronomy	20	7	4Q33	qal	impf	JLK	Hebrew
1983990	Deuteronomy	20	8	4Q33	qal	impf	JLK	Hebrew
1984435	Deuteronomy	24	2	4Q33	qal	perf	HLKH	Hebrew
1985455	Deuteronomy	26	2	4Q34	qal	perf	HLKT	Hebrew
1986132	Deuteronomy	1	30	4Q35	qal	ptca	HLK	Hebrew
1986168	Deuteronomy	1	31	4Q35	qal	perf	HLKTM	Hebrew
1986189	Deuteronomy	1	33	4Q35	qal	ptca	HLK	Hebrew
1986208	Deuteronomy	1	33	4Q35	qal	impf	TLKW	Hebrew
1987451	Deuteronomy	23	15	4Q36	hit	ptca	MTHLK	Hebrew
1988140	Deuteronomy	5	30	4Q37	qal	impv	LK	Hebrew
1988203	Deuteronomy	5	33	4Q37	qal	impf	TLKWN	Hebrew
1988310	Deuteronomy	8	6	4Q37	qal	infc	LKT	Hebrew
1989097	Deuteronomy	5	30	4Q38	qal	impv	LK	Hebrew
1989450	Deuteronomy	19	9	4Q38a	qal	infc	LKT	Hebrew
1989614	Deuteronomy	20	6	4Q38a	qal	impf	JLK	Hebrew
1989638	Deuteronomy	20	7	4Q38a	qal	impf	JLK	Hebrew
1989672	Deuteronomy	20	8	4Q38a	qal	impf	JLK	Hebrew
1990044	Deuteronomy	24	2	4Q38a	qal	perf	HLKH	Hebrew
1990120	Deuteronomy	26	2	4Q38a	qal	perf	HLKTH	Hebrew
1990483	Deuteronomy	10	12	4Q39	qal	infc	LKT	Hebrew
1990610	Deuteronomy	29	4	4Q39	hif	wayq	>WLK	Hebrew
1991057	Deuteronomy	8	6	4Q41	qal	infc	LKT	Hebrew
1991774	Deuteronomy	5	30	4Q41	qal	impv	LK	Hebrew
1991839	Deuteronomy	5	33	4Q41	qal	impf	TLKW	Hebrew
1992333	Deuteronomy	28	36	4Q42	hif	impf	JWLK	Hebrew
1992675	Deuteronomy	29	25	4Q42	qal	wayq	JLKW	Hebrew
1992745	Deuteronomy	6	7	4Q43	qal	infc	LKTK	Hebrew
1993367	Deuteronomy	10	12	4Q45	qal	infc	LKT	Hebrew
1993411	Deuteronomy	11	28	4Q45	qal	infc	LKT	Hebrew
1994149	Deuteronomy	23	15	4Q45	hit	ptca	MTHLK	Hebrew
1994839	Joshua	8	35	4Q47	qal	ptca	HWLK	Hebrew
1994955	Joshua	5	6	4Q47	qal	perf	HLKW	Hebrew
1995105	Joshua	6	8	4Q47	qal	ptca	HWLK	Hebrew
1995111	Joshua	6	9	4Q47	qal	ptca	HLK	Hebrew
1995122	Joshua	6	9	4Q47	qal	ptca	HWLK	Hebrew
1995126	Joshua	6	9	4Q47	qal	infa	HLWK	Hebrew
1995450	Joshua	8	9	4Q47	qal	wayq	JLKW	Hebrew
1995679	Joshua	10	9	4Q47	qal	perf	HLK	Hebrew
1996437	Judges	19	5	4Q50	qal	infc	LKT	Hebrew
1996451	Judges	19	5	4Q50	qal	impf	TLKW	Hebrew
1996482	Judges	19	7	4Q50	qal	infc	LKT	Hebrew
1996648	Judges	21	20	4Q50	qal	impv	LKW	Hebrew
1996680	Judges	21	21	4Q50	qal	perf	HLKTM	Hebrew
1996731	Judges	21	23	4Q50	qal	wayq	JLKW	Hebrew
1996746	Judges	21	24	4Q50	hit	wayq	JTHLKW	Hebrew
1996873	1_Samuel	1	17	4Q51	qal	impv	LKJ	Hebrew
1996895	1_Samuel	1	18	4Q51	qal	wayq	TLK	Hebrew
1997485	1_Samuel	2	20	4Q51	qal	wayq	JLK	Hebrew
1997612	1_Samuel	2	26	4Q51	qal	ptca	HWLK	Hebrew
1997724	1_Samuel	2	30	4Q51	hit	impf	JTHLKW	Hebrew
1997837	1_Samuel	2	35	4Q51	hit	perf	HTHLK	Hebrew
1998435	1_Samuel	6	6	4Q51	qal	wayq	JLKW	Hebrew
1998499	1_Samuel	6	8	4Q51	qal	infa	HLK	Hebrew
1998500	1_Samuel	6	8	4Q51	qal	perf	HLKTM	Hebrew
1998547	1_Samuel	6	12	4Q51	qal	ptca	HWLKJM	Hebrew
1998972	1_Samuel	9	6	4Q51	qal	impf	NLKH	Hebrew
1998984	1_Samuel	9	6	4Q51	qal	perf	HLKNW	Hebrew
1998992	1_Samuel	9	7	4Q51	qal	impf	NLK	Hebrew
1999044	1_Samuel	9	10	4Q51	qal	impv	LKH	Hebrew
1999045	1_Samuel	9	10	4Q51	qal	impf	NLKH	Hebrew
1999047	1_Samuel	9	10	4Q51	qal	wayq	JLKW	Hebrew
1999488	1_Samuel	10	9	4Q51	qal	infc	LKT	Hebrew
1999602	1_Samuel	10	14	4Q51	qal	perf	HLKTM	Hebrew
1999720	1_Samuel	10	25	4Q51	qal	wayq	JLKW	Hebrew
1999728	1_Samuel	10	26	4Q51	qal	perf	HLK	Hebrew
1999733	1_Samuel	10	26	4Q51	qal	wayq	JLKW	Hebrew
2000677	1_Samuel	15	27	4Q51	qal	infc	LKT	Hebrew
2000767	1_Samuel	15	32	4Q51	qal	wayq	JLK	Hebrew
2000856	1_Samuel	17	7	4Q51	qal	ptca	HLK	Hebrew
2000913	1_Samuel	17	41	4Q51	qal	wayq	JLK	Hebrew
2000916	1_Samuel	17	41	4Q51	qal	ptca	HWLK	Hebrew
2001060	1_Samuel	24	3	4Q51	qal	wayq	JLK	Hebrew
2001365	1_Samuel	24	23	4Q51	qal	wayq	JLK	Hebrew
2001702	1_Samuel	25	27	4Q51	hit	ptca	MTHLKJM	Hebrew
2001840	1_Samuel	26	11	4Q51	qal	impf	NLKH	Hebrew
2001858	1_Samuel	26	12	4Q51	qal	wayq	JLKW	Hebrew
2002202	1_Samuel	28	22	4Q51	qal	impf	TLK	Hebrew
2002267	1_Samuel	28	25	4Q51	qal	wayq	JLKW	Hebrew
2002292	1_Samuel	30	22	4Q51	qal	perf	HLKW	Hebrew
2002504	1_Samuel	30	31	4Q51	hit	perf	HTHLK	Hebrew
2003104	2_Samuel	2	32	4Q51	qal	wayq	JLKW	Hebrew
2003131	2_Samuel	3	1	4Q51	qal	ptca	HWLK	Hebrew
2003137	2_Samuel	3	1	4Q51	qal	ptca	HWLK	Hebrew
2003453	2_Samuel	3	21	4Q51	qal	impf	>LKH	Hebrew
2003481	2_Samuel	3	23	4Q51	qal	wayq	JLK	Hebrew
2003503	2_Samuel	3	24	4Q51	qal	wayq	JLK	Hebrew
2003680	2_Samuel	3	31	4Q51	qal	ptca	HWLK	Hebrew
2004162	2_Samuel	5	6	4Q51	qal	wayq	JLK	Hebrew
2004263	2_Samuel	5	10	4Q51	qal	wayq	JLK	Hebrew
2004265	2_Samuel	5	10	4Q51	qal	infa	HLWK	Hebrew
2004499	2_Samuel	6	4	4Q51	qal	ptca	HLK	Hebrew
2004706	2_Samuel	6	12	4Q51	qal	wayq	JLK	Hebrew
2004875	2_Samuel	7	6	4Q51	hit	ptca	MTHLK	Hebrew
2004885	2_Samuel	7	7	4Q51	hit	perf	HTHLKTJ	Hebrew
2004915	2_Samuel	7	23	4Q51	hif	perf	HWLJK	Hebrew
2005141	2_Samuel	8	3	4Q51	qal	infc	LKTW	Hebrew
2005222	2_Samuel	8	6	4Q51	qal	perf	HLK	Hebrew
2005506	2_Samuel	11	2	4Q51	hit	wayq	JTHLK	Hebrew
2006068	2_Samuel	12	15	4Q51	qal	wayq	JLK	Hebrew
2006216	2_Samuel	12	29	4Q51	qal	wayq	JLK	Hebrew
2006501	2_Samuel	13	15	4Q51	qal	impv	LKJ	Hebrew
2006601	2_Samuel	13	19	4Q51	qal	wayq	TLK	Hebrew
2006603	2_Samuel	13	19	4Q51	qal	infa	HLWK	Hebrew
2006729	2_Samuel	13	24	4Q51	qal	impf	JLK	Hebrew
2006746	2_Samuel	13	25	4Q51	qal	impf	NLK	Hebrew
2006759	2_Samuel	13	25	4Q51	qal	infc	LKT	Hebrew
2006768	2_Samuel	13	26	4Q51	qal	impf	JLK	Hebrew
2006778	2_Samuel	13	26	4Q51	qal	impf	JLK	Hebrew
2006990	2_Samuel	13	34	4Q51	qal	ptca	HWLKJM	Hebrew
2007070	2_Samuel	13	37	4Q51	qal	wayq	JLK	Hebrew
2007094	2_Samuel	13	38	4Q51	qal	wayq	JLK	Hebrew
2007482	2_Samuel	15	7	4Q51	qal	impf	>LKH	Hebrew
2007488	2_Samuel	15	20	4Q51	qal	infc	LKT	Hebrew
2007491	2_Samuel	15	20	4Q51	qal	ptca	HWLK	Hebrew
2007495	2_Samuel	15	20	4Q51	qal	ptca	HWLK	Hebrew
2007547	2_Samuel	15	22	4Q51	qal	impv	LK	Hebrew
2007649	2_Samuel	15	30	4Q51	qal	ptca	HWLK	Hebrew
2007847	2_Samuel	16	13	4Q51	qal	wayq	JLK	Hebrew
2007857	2_Samuel	16	13	4Q51	qal	ptca	HWLK	Hebrew
2007864	2_Samuel	16	13	4Q51	qal	infa	HLWK	Hebrew
2007889	2_Samuel	16	17	4Q51	qal	perf	HLKT	Hebrew
2008036	2_Samuel	17	23	4Q51	qal	wayq	JLK	Hebrew
2008416	2_Samuel	18	9	4Q51	qal	wayq	JLK	Hebrew
2008873	2_Samuel	19	27	4Q51	qal	impf	>LK	Hebrew
2009201	2_Samuel	20	21	4Q51	qal	impf	>LKH	Hebrew
2011078	1_Samuel	15	18	4Q52	qal	impv	LK	Hebrew
2011106	1_Samuel	16	2	4Q52	qal	impf	>LK	Hebrew
2011378	1_Samuel	19	12	4Q52	qal	wayq	JLK	Hebrew
2011793	1_Samuel	20	40	4Q52	qal	impv	LKH	Hebrew
2011833	1_Samuel	20	42	4Q52	qal	impv	LK	Hebrew
2011863	1_Samuel	21	1	4Q52	qal	wayq	JLK	Hebrew
2012269	1_Samuel	23	13	4Q52	hit	wayq	JTHLKW	Hebrew
2012272	1_Samuel	23	13	4Q52	hit	impf	JTHLKW	Hebrew
2012338	1_Samuel	23	16	4Q52	qal	wayq	JLK	Hebrew
2012392	1_Samuel	23	18	4Q52	qal	perf	HLK	Hebrew
2012450	1_Samuel	23	22	4Q52	qal	impv	LKW	Hebrew
2012562	2_Samuel	14	8	4Q53	qal	impv	LKJ	Hebrew
2012932	2_Samuel	14	21	4Q53	qal	impv	LK	Hebrew
2012980	2_Samuel	14	23	4Q53	qal	wayq	JLK	Hebrew
2013140	2_Samuel	14	30	4Q53	qal	impv	LKW	Hebrew
2013425	2_Samuel	15	7	4Q53	qal	impf	>LKH	Hebrew
2013465	2_Samuel	15	9	4Q53	qal	impv	LK	Hebrew
2013471	2_Samuel	15	9	4Q53	qal	wayq	JLK	Hebrew
2013501	2_Samuel	15	11	4Q53	qal	perf	HLKW	Hebrew
2013508	2_Samuel	15	11	4Q53	qal	ptca	HWLKJM	Hebrew
2013544	2_Samuel	15	12	4Q53	qal	ptca	HWLK	Hebrew
2013586	2_Samuel	15	14	4Q53	qal	infc	LKT	Hebrew
2015207	Isaiah	20	2	4Q55	qal	impv	LK	Hebrew
2015224	Isaiah	20	2	4Q55	qal	infa	HLWK	Hebrew
2015234	Isaiah	20	3	4Q55	qal	perf	HLK	Hebrew
2015401	Isaiah	21	6	4Q55	qal	impv	LK	Hebrew
2015625	Isaiah	22	15	4Q55	qal	impv	LK	Hebrew
2016128	Isaiah	2	3	4Q56	qal	impf	NLKH	Hebrew
2016175	Isaiah	2	5	4Q56	qal	impv	LKW	Hebrew
2016177	Isaiah	2	5	4Q56	qal	impf	NLKH	Hebrew
2016401	Isaiah	3	16	4Q56	qal	wayq	TLKNH	Hebrew
2016407	Isaiah	3	16	4Q56	qal	infa	HLWK	Hebrew
2016410	Isaiah	3	16	4Q56	qal	impf	TLKNH	Hebrew
2017816	Isaiah	20	2	4Q56	qal	impv	LK	Hebrew
2017833	Isaiah	20	2	4Q56	qal	infa	HLK	Hebrew
2017843	Isaiah	20	3	4Q56	qal	perf	HLK	Hebrew
2018305	Isaiah	26	20	4Q56	qal	impv	LK	Hebrew
2018394	Isaiah	35	9	4Q56	qal	perf	HLKW	Hebrew
2019047	Isaiah	42	5	4Q56	qal	ptca	HLKJM	Hebrew
2019544	Isaiah	46	2	4Q56	qal	perf	HLKH	Hebrew
2021858	Isaiah	28	13	4Q57	qal	impf	JLKW	Hebrew
2022225	Isaiah	33	21	4Q57	qal	impf	TLK	Hebrew
2022407	Isaiah	45	2	4Q57	qal	impf	>LK	Hebrew
2022712	Isaiah	48	17	4Q57	qal	impf	TLK	Hebrew
2023005	Isaiah	52	12	4Q57	qal	impf	TLKWN	Hebrew
2023007	Isaiah	52	12	4Q57	qal	ptca	HWLK	Hebrew
2023406	Isaiah	55	1	4Q57	qal	impv	LKW	Hebrew
2023414	Isaiah	55	1	4Q57	qal	impv	LKW	Hebrew
2023419	Isaiah	55	1	4Q57	qal	impv	LKW	Hebrew
2023459	Isaiah	55	3	4Q57	qal	impv	LKW	Hebrew
2024218	Isaiah	48	17	4Q58	qal	impf	TLK	Hebrew
2024284	Isaiah	48	21	4Q58	hif	perf	HWLJKM	Hebrew
2025389	Isaiah	2	3	4Q59	qal	perf	HLKW	Hebrew
2025394	Isaiah	2	3	4Q59	qal	impv	LKW	Hebrew
2025410	Isaiah	2	3	4Q59	qal	impf	NLKH	Hebrew
2025607	Isaiah	8	6	4Q59	qal	ptca	HLKJM	Hebrew
2025647	Isaiah	8	7	4Q59	qal	perf	HLK	Hebrew
2025707	Isaiah	8	11	4Q59	qal	infc	LKT	Hebrew
2026652	Isaiah	1	18	4Q60	qal	impv	LKW	Hebrew
2026900	Isaiah	2	3	4Q60	qal	perf	HLKW	Hebrew
2026905	Isaiah	2	3	4Q60	qal	impv	LKW	Hebrew
2026920	Isaiah	2	3	4Q60	qal	impf	NLKH	Hebrew
2027085	Isaiah	6	8	4Q60	qal	impf	JLK	Hebrew
2027338	Isaiah	8	6	4Q60	qal	ptca	HLKJM	Hebrew
2027378	Isaiah	8	7	4Q60	qal	perf	HLK	Hebrew
2027440	Isaiah	8	11	4Q60	qal	infc	LKT	Hebrew
2027496	Isaiah	22	15	4Q60	qal	impv	LK	Hebrew
2028108	Isaiah	42	16	4Q61	hif	perf	HWLKTJ	Hebrew
2028259	Isaiah	42	24	4Q61	qal	infa	HLWK	Hebrew
2028322	Isaiah	43	2	4Q61	qal	impf	TLK	Hebrew
2028523	Isaiah	42	5	4Q62	qal	ptca	HLKJM	Hebrew
2029084	Isaiah	8	11	4Q65	qal	infc	LKT	Hebrew
2029915	Jeremiah	8	2	4Q70	qal	perf	HLKW	Hebrew
2030349	Jeremiah	9	1	4Q70	qal	impf	>LKH	Hebrew
2030451	Jeremiah	9	9	4Q70	qal	perf	HLKW	Hebrew
2030518	Jeremiah	9	12	4Q70	qal	perf	HLKW	Hebrew
2030522	Jeremiah	9	13	4Q70	qal	wayq	JLKW	Hebrew
2030698	Jeremiah	10	23	4Q70	qal	ptca	HLK	Hebrew
2031064	Jeremiah	13	1	4Q70	qal	infa	HLWK	Hebrew
2031113	Jeremiah	13	4	4Q70	qal	impv	LK	Hebrew
2031124	Jeremiah	13	5	4Q70	qal	wayq	>LK	Hebrew
2031146	Jeremiah	13	6	4Q70	qal	impv	LK	Hebrew
2031162	Jeremiah	13	7	4Q70	qal	wayq	>LK	Hebrew
2031459	Jeremiah	17	19	4Q70	qal	infa	HWLWK	Hebrew
2031676	Jeremiah	18	15	4Q70	qal	infc	LKT	Hebrew
2031716	Jeremiah	18	18	4Q70	qal	impv	LKW	Hebrew
2031736	Jeremiah	18	18	4Q70	qal	impv	LKW	Hebrew
2031868	Jeremiah	19	1	4Q70	qal	infa	HLWK	Hebrew
2032176	Jeremiah	22	10	4Q70	qal	ptca	HWLK	Hebrew
2032930	Jeremiah	8	2	4Q72	qal	perf	HLKW	Hebrew
2033042	Jeremiah	9	1	4Q72	qal	impf	>LKH	Hebrew
2033097	Jeremiah	9	3	4Q72	qal	impf	JHLK	Hebrew
2033578	Jeremiah	22	10	4Q72	qal	ptca	HLK	Hebrew
2033825	Jeremiah	22	22	4Q72	qal	impf	JLKW	Hebrew
2034590	Jeremiah	31	2	4Q72	qal	infa	HLWK	Hebrew
2034708	Jeremiah	31	9	4Q72	hif	impf	>WLJKM	Hebrew
2034896	Jeremiah	31	21	4Q72	qal	perf	HLKTJ	Hebrew
2035376	Jeremiah	50	4	4Q72b	qal	infa	HLWK	Hebrew
2035379	Jeremiah	50	4	4Q72b	qal	impf	JLKW	Hebrew
2035413	Jeremiah	50	6	4Q72b	qal	perf	HLKW	Hebrew
2035543	Ezekiel	10	11	4Q73	qal	infc	LKTM	Hebrew
2035547	Ezekiel	10	11	4Q73	qal	impf	JLKW	Hebrew
2035551	Ezekiel	10	11	4Q73	qal	infc	LKTM	Hebrew
2035560	Ezekiel	10	11	4Q73	qal	impf	JLKW	Hebrew
2035564	Ezekiel	10	11	4Q73	qal	infc	LKTM	Hebrew
2035637	Ezekiel	10	16	4Q73	qal	infc	LKT	Hebrew
2035640	Ezekiel	10	16	4Q73	qal	impf	JLKW	Hebrew
2035784	Ezekiel	10	22	4Q73	qal	impf	JLKW	Hebrew
2036247	Ezekiel	1	12	4Q74	qal	impf	JLKW	Hebrew
2036255	Ezekiel	1	12	4Q74	qal	infc	LKT	Hebrew
2036256	Ezekiel	1	12	4Q74	qal	impf	JLKW	Hebrew
2036260	Ezekiel	1	12	4Q74	qal	infc	LKTN	Hebrew
2036276	Ezekiel	1	13	4Q74	hit	ptca	MTHLKT	Hebrew
2036326	Ezekiel	1	17	4Q74	qal	infc	LKTM	Hebrew
2036327	Ezekiel	1	17	4Q74	qal	impf	JLKW	Hebrew
2036331	Ezekiel	1	17	4Q74	qal	infc	LKTN	Hebrew
2036351	Ezekiel	1	19	4Q74	qal	infc	LKT	Hebrew
2036354	Ezekiel	1	19	4Q74	qal	impf	JLKW	Hebrew
2036383	Ezekiel	1	21	4Q74	qal	infc	LKTM	Hebrew
2036384	Ezekiel	1	21	4Q74	qal	impf	JLKW	Hebrew
2036464	Ezekiel	1	24	4Q74	qal	infc	LKTM	Hebrew
2037042	Malachi	3	14	4Q76	qal	perf	HLKNW	Hebrew
2037271	Jonah	1	2	4Q76	qal	impv	LK	Hebrew
2037917	Hosea	2	15	4Q78	qal	wayq	TLK	Hebrew
2038286	Hosea	7	12	4Q78	qal	impf	JLKW	Hebrew
2038351	Hosea	13	4	4Q78	qal	infc	LKT	Hebrew
2038767	Joel	2	8	4Q78	qal	impf	JLKWN	Hebrew
2039268	Joel	4	18	4Q78	qal	impf	TLKNH	Hebrew
2039274	Joel	4	18	4Q78	qal	impf	JLKW	Hebrew
2039466	Amos	3	3	4Q78	qal	impf	JLKW	Hebrew
2039963	Amos	7	12	4Q78	qal	impv	LK	Hebrew
2040027	Amos	7	15	4Q78	qal	impv	LK	Hebrew
2040621	Zechariah	1	10	4Q80	hit	infc	HTHLK	Hebrew
2040848	Zechariah	3	7	4Q80	qal	impf	TLK	Hebrew
2041077	Zechariah	5	10	4Q80	hif	ptca	MWLKWT	Hebrew
2041514	Jonah	1	7	4Q81	qal	impv	LKW	Hebrew
2041605	Jonah	1	11	4Q81	qal	ptca	HLK	Hebrew
2041654	Jonah	1	13	4Q81	qal	ptca	HWLK	Hebrew
2041899	Hosea	2	15	4Q82	qal	wayq	TLK	Hebrew
