verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_translation,motion_type,comments
349744,HLK[,MT,Proverbs,11,13,HWLK,HWLK RKJL MGLH SWD W N>MN RWX MKSH DBR,HWLK RKJL MGLH SWD,HWLK RKJL,no complement,no complement,,,,,,,,,,qal,ptca,,,,,,,,,,
349746,GLH[,MT,Proverbs,11,13,MGLH,HWLK RKJL MGLH SWD W N>MN RWX MKSH DBR,HWLK RKJL MGLH SWD,HWLK RKJL,no complement,no complement,,,,,,,,,,piel,ptca,,,,,,,,,,
349756,NPL[,MT,Proverbs,11,14,JPL,B >JN TXBLWT JPL <M W TCW<H B RB JW<Y,B >JN TXBLWT JPL <M,<M,no complement,no complement,,,,,,,,,,qal,impf,,,,,,,,,,
349832,SWR[,MT,Proverbs,11,22,SRT,NZM ZHB B >P XZJR >CH JPH W SRT V<M,NZM ZHB B >P XZJR >CH JPH W SRT V<M,>CH JPH W SRT V<M,no complement,no complement,,,,,,,,,,qal,ptca,,,,,,,,,,
349877,BW>[,MT,Proverbs,11,27,TBW>NW,CXR VWB JBQC RYWN W DRC R<H TBW>NW,TBW>NW,,no complement,no complement,,,,,,,,,,qal,impf,,,,,,,,,,
349882,NPL[,MT,Proverbs,11,28,JPL,BWVX B <CRW HW> JPL W K <LH YDJQJM JPRXW,HW> JPL,HW>,no complement,no complement,,,,,,,,,,qal,impf,,,,,,,,,,
350029,JY>[,MT,Proverbs,12,13,JY>,B PC< FPTJM MWQC R< W JY> M YRH YDJQ,W JY> M YRH YDJQ,YDJQ,M YRH,MN YRH/,0,prep,,,det,subs,,,,qal,wayq,MN,,,,,,,,,
350043,CWB[,MT,Proverbs,12,14,JCWB,M PRJ PJ >JC JFB< VWB W GMWL JDJ >DM JCWB LW,W GMWL JDJ >DM JCWB LW,,LW,L,0,prep,,,det,,,,,hif,impf,L,,,,,,,,,
350153,T<H[,MT,Proverbs,12,26,TT<M,JTR MR<HW YDJQ W DRK RC<JM TT<M,W DRK RC<JM TT<M,DRK RC<JM,no complement,no complement,,,,,,,,,,hif,impf,,,,,,,,,,
350276,BW>[,MT,Proverbs,13,12,B>H,TWXLT MMCKH MXLH LB W <Y XJJM T>WH B>H,B>H,,no complement,no complement,,,,,,,,,,qal,ptca,,,,,,,,,,
