verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_translation,cmpl_complex,motion_type,comments
2040789,SWR[,4Q80,Zechariah,3,4,HSJRW,W J<N W J>MR >L H <WMDJM L PNJW L >MR HSJRW H BGDJM H Y>JM M <LJW W J>MR >LJW R>H H<BRTJ M <LJK <WNK W HLBC >TK MXLYWT,HSJRW H BGDJM H Y>JM M <LJW,,M <LJW,,0,,,,,,0,0 000 0 0000 00 0 000000 0 0000 0 000 00000 0 00000 0 0000 0 0000 0 0000 0000 000 000000 0 0000 0000 0 0000 000 000000,hif,impv,M,<LJW,,,,,,,,,
2040800,<BR[,4Q80,Zechariah,3,4,H<BRTJ,W J<N W J>MR >L H <WMDJM L PNJW L >MR HSJRW H BGDJM H Y>JM M <LJW W J>MR >LJW R>H H<BRTJ M <LJK <WNK W HLBC >TK MXLYWT,H<BRTJ M <LJK <WNK,,M <LJK,,0,,,,,,0,0 000 0 0000 00 0 000000 0 0000 0 000 00000 0 00000 0 0000 0 0000 0 0000 0000 000 000000 0 0000 0000 0 0000 000 000000,hif,perf,M,<LJK,,,,,,,,,
305788,HLK[,MT,Zechariah,3,7,TLK,KH >MR JHWH YB>WT >M B DRKJ TLK W >M >T MCMRTJ TCMR W GM >TH TDJN >T BJTJ W GM TCMR >T XYRJ W NTTJ LK MHLKJM BJN H <MDJM H >LH,>M B DRKJ TLK,,B DRKJ,B DRK/,0,prep,,,det,subs,,,qal,impf,B,,,,,,,,,,
2040848,HLK[,4Q80,Zechariah,3,7,TLK,KH >MR JHWH YB>WT >M B DRKJ TLK W >M >T MCMRTJ TCMR W GM >TH TDJN >T BJTJ W GM TCMR >T XYRJ W NTTJ LK MHLKJM BJN H <MDJM H >LH,>M B DRKJ TLK,,B DRKJ,,0,,,,,,0,00 000 0000 00000 00 0 0000 000 0 00 00 000000 0000 0 00 000 0000 00 0000 0 00 0000 00 0000 0 0000 00 000000 000 0 00000 0 000,qal,impf,B,,,,,,,,,,
305834,BW>[,MT,Zechariah,3,8,MBJ>,CM< N> JHWC< H KHN H GDWL >TH W R<JK H JCBJM L PNJK KJ >NCJ MWPT HMH KJ HNNJ MBJ> >T <BDJ YMX,KJ HNNJ MBJ> >T <BDJ YMX,,no complement,no complement,,,,,,,,,hif,ptca,,,,,,,,,,,
305859,MWC[,MT,Zechariah,3,9,MCTJ,KJ HNH H >BN >CR NTTJ L PNJ JHWC< <L >BN >XT CB<H <JNJM HNNJ MPTX PTXH N>M JHWH YB>WT W MCTJ >T <WN H >RY H HJ> B JWM >XD,W MCTJ >T <WN H >RY H HJ> B JWM >XD,,no complement,no complement,,,,,,,,,qal,perf,,,,,,,,,,,
2040921,MWC[,4Q80,Zechariah,3,9,MCJTJ,KJ HNH H >BN >CR NTTJ L PNJ JHCW< <L >BN >XT CB<H <JNJM HNNJ MPTX PTXH N>M JHWH YB>WT W MCJTJ >T KWL <WN H >RY H HJ> B JWM >XD,None,None,,,,,,,,,0,00 000 0 000 000 0000 0 000 00000 00 000 000 0000 00000 0000 0000 0000 000 0000 00000 0 00000 00 000 000 0 000 0 000 0 000 000,qal,perf,,,,,,,,,,,
305889,CWB[,MT,Zechariah,4,1,JCB,W JCB H ML>K H DBR BJ W J<JRNJ K >JC >CR J<WR M CNTW,W JCB H ML>K,H ML>K,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
306022,JY>[,MT,Zechariah,4,7,HWYJ>,MJ >TH HR H GDWL L PNJ ZRBBL L MJCR W HWYJ> >T H >BN H R>CH TC>WT XN XN LH,W HWYJ> >T H >BN H R>CH TC>WT,,no complement,no complement,,,,,,,,,hif,perf,,,,,,,,,,,
306155,CWB[,MT,Zechariah,5,1,>CWB,W >CWB W >F> <JNJ W >R>H W HNH MGLH <PH,W >CWB,,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
306164,<WP[,MT,Zechariah,5,1,<PH,W >CWB W >F> <JNJ W >R>H W HNH MGLH <PH,W HNH MGLH <PH,,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
306176,<WP[,MT,Zechariah,5,2,<PH,W J>MR >LJ MH >TH R>H W >MR >NJ R>H MGLH <PH >RKH <FRJM B >MH W RXBH <FR B >MH,>NJ R>H MGLH <PH,>NJ,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
306195,JY>[,MT,Zechariah,5,3,JWY>T,W J>MR >LJ Z>T H >LH H JWY>T <L PNJ KL H >RY KJ KL H GNB M ZH KMWH NQH W KL H NCB< M ZH KMWH NQH,H JWY>T <L PNJ KL H >RY,,<L PNJ KL H >RY,<L PNH/ KL/ H >RY/,0,prep,,,det,subs subs subs,,,qal,ptca,<L,,,,,,,,,,
306217,JY>[,MT,Zechariah,5,4,HWY>TJH,HWY>TJH N>M JHWH YB>WT W B>H >L BJT H GNB W >L BJT H NCB< B CMJ L CQR W LNH B TWK BJTW W KLTW W >T <YJW W >T >BNJW,HWY>TJH,,no complement,no complement,,,,,,,,,hif,perf,,,,,,,,,,,
306222,BW>[,MT,Zechariah,5,4,B>H,HWY>TJH N>M JHWH YB>WT W B>H >L BJT H GNB W >L BJT H NCB< B CMJ L CQR W LNH B TWK BJTW W KLTW W >T <YJW W >T >BNJW,W B>H >L BJT H GNB W >L BJT,,>L BJT H GNB W >L BJT,>L BJT/ H GNB/ W >L BJT/,0,prep + prep,,,det,subs subs subs,,,qal,perf,>L,>L,,,,,,,,,
