verb_id,book,chapter,verse_num,clause,cl_type,prec_cl,pr_cl_type,next_cl,n_cl_type
230291,Isaiah,51,23,וְנַעֲבֹ֑רָה ,WYq0,שְׁחִ֣י ,ZIm0,וַתָּשִׂ֤ימִי כָאָ֨רֶץ֙ גֵּוֵ֔ךְ ,Way0
230304,Isaiah,51,23,וְכַח֖וּץ לַעֹבְרִֽים׃ ס ,Ellp,וַתָּשִׂ֤ימִי כָאָ֨רֶץ֙ גֵּוֵ֔ךְ ,Way0,,
230320,Isaiah,52,1,יָבֹא־בָ֥ךְ עֹ֖וד עָרֵ֥ל וְטָמֵֽא׃ ,ZYqX,כִּ֣י לֹ֥א יֹוסִ֛יף ,xYq0,,
230355,Isaiah,52,4,מִצְרַ֛יִם יָֽרַד־עַמִּ֥י בָרִֽאשֹׁנָ֖ה ,xQtX,כִּ֣י כֹ֤ה אָמַר֙ אֲדֹנָ֣י יְהוִ֔ה ,xQtX,לָג֣וּר שָׁ֑ם ,InfC
230376,Isaiah,52,5,כִּֽי־לֻקַּ֥ח עַמִּ֖י חִנָּ֑ם ,xQtX,נְאֻם־יְהוָ֔ה ,MSyn,מֹשְׁלָ֤יו יְהֵילִ֨ילוּ֙ ,XYqt
230436,Isaiah,52,8,בְּשׁ֥וּב יְהוָ֖ה צִיֹּֽון׃ ,InfC,כִּ֣י עַ֤יִן בְּעַ֨יִן֙ יִרְא֔וּ ,xYq0,,
230468,Isaiah,52,11,ס֤וּרוּ ,ZIm0,,,ס֨וּרוּ֙ ,ZIm0
230469,Isaiah,52,11,ס֨וּרוּ֙ ,ZIm0,ס֤וּרוּ ,ZIm0,צְא֣וּ מִשָּׁ֔ם ,ZIm0
230470,Isaiah,52,11,צְא֣וּ מִשָּׁ֔ם ,ZIm0,ס֨וּרוּ֙ ,ZIm0,טָמֵ֖א אַל־תִּגָּ֑עוּ ,xYq0
230476,Isaiah,52,11,צְא֣וּ מִתֹּוכָ֔הּ ,ZIm0,טָמֵ֖א אַל־תִּגָּ֑עוּ ,xYq0,הִבָּ֕רוּ ,ZIm0
230487,Isaiah,52,12,כִּ֣י לֹ֤א בְחִפָּזֹון֙ תֵּצֵ֔אוּ ,xYq0,,,וּבִמְנוּסָ֖ה לֹ֣א תֵלֵכ֑וּן ,WxY0
230492,Isaiah,52,12,וּבִמְנוּסָ֖ה לֹ֣א תֵלֵכ֑וּן ,WxY0,כִּ֣י לֹ֤א בְחִפָּזֹון֙ תֵּצֵ֔אוּ ,xYq0,כִּֽי־הֹלֵ֤ךְ לִפְנֵיכֶם֙ יְהוָ֔ה ,Ptcp
230494,Isaiah,52,12,כִּֽי־הֹלֵ֤ךְ לִפְנֵיכֶם֙ יְהוָ֔ה ,Ptcp,וּבִמְנוּסָ֖ה לֹ֣א תֵלֵכ֑וּן ,WxY0,וּמְאַסִּפְכֶ֖ם אֱלֹהֵ֥י יִשְׂרָאֵֽל׃ ס ,Ptcp
230499,Isaiah,52,12,וּמְאַסִּפְכֶ֖ם אֱלֹהֵ֥י יִשְׂרָאֵֽל׃ ס ,Ptcp,כִּֽי־הֹלֵ֤ךְ לִפְנֵיכֶם֙ יְהוָ֔ה ,Ptcp,,
230554,Isaiah,53,1,וּזְרֹ֥ועַ יְהוָ֖ה עַל־מִ֥י נִגְלָֽתָה׃ ,WXQt,מִ֥י הֶאֱמִ֖ין לִשְׁמֻעָתֵ֑נוּ ,XQtl,,
230556,Isaiah,53,2,וַיַּ֨עַל כַּיֹּונֵ֜ק לְפָנָ֗יו ,Way0,,,וְכַשֹּׁ֨רֶשׁ֙ מֵאֶ֣רֶץ צִיָּ֔ה ,Ellp
230678,Isaiah,53,8,מֵעֹ֤צֶר וּמִמִּשְׁפָּט֙ לֻקָּ֔ח ,xQt0,,,וְאֶת־דֹּורֹ֖ו מִ֣י יְשֹׂוחֵ֑חַ ,WXYq
230887,Isaiah,54,7,וּבְרַחֲמִ֥ים גְּדֹלִ֖ים אֲקַבְּצֵֽךְ׃ ,WxY0,בְּרֶ֥גַע קָטֹ֖ן עֲזַבְתִּ֑יךְ ,xQt0,,
230911,Isaiah,54,9,מֵעֲבֹ֥ר מֵי־נֹ֛חַ עֹ֖וד עַל־הָאָ֑רֶץ ,InfC,אֲשֶׁ֣ר נִשְׁבַּ֗עְתִּי ,xQt0,כֵּ֥ן נִשְׁבַּ֛עְתִּי ,xQt0
231003,Isaiah,54,14,כִּ֥י לֹֽא־תִקְרַ֖ב אֵלָֽיִךְ׃ ,xYq0,וּמִ֨מְּחִתָּ֔ה ,Ellp,,
231015,Isaiah,54,15,עָלַ֥יִךְ יִפֹּֽול׃ ,xYq0,מִי־גָ֥ר אִתָּ֖ךְ ,Ptcp,,
231025,Isaiah,54,16,וּמֹוצִ֥יא כְלִ֖י לְמַעֲשֵׂ֑הוּ ,Ptcp,נֹפֵ֨חַ֙ בְּאֵ֣שׁ פֶּחָ֔ם ,Ptcp,וְאָנֹכִ֛י בָּרָ֥אתִי מַשְׁחִ֖ית ,WXQt
231063,Isaiah,55,1,לְכ֣וּ לַמַּ֔יִם ,ZIm0,כָּל־צָמֵא֙ ,Voct,וַלְכ֤וּ ,WIm0
231072,Isaiah,55,1,וַלְכ֤וּ ,WIm0,לְכ֣וּ לַמַּ֔יִם ,ZIm0,אֲשֶׁ֥ר אֵֽין־לֹ֖ו כָּ֑סֶף ,Voct
231077,Isaiah,55,1,וּלְכ֣וּ ,WIm0,וֶֽאֱכֹ֔לוּ ,WIm0,שִׁבְר֗וּ בְּלֹוא־כֶ֛סֶף וּבְלֹ֥וא מְחִ֖יר יַ֥יִן וְחָלָֽב׃ ,ZIm0
231116,Isaiah,55,3,וּלְכ֣וּ אֵלַ֔י ,WIm0,הַטּ֤וּ אָזְנְכֶם֙ ,ZIm0,שִׁמְע֖וּ ,ZIm0
231175,Isaiah,55,7,וְיָשֹׁ֤ב אֶל־יְהוָה֙ ,WYq0,וְאִ֥ישׁ אָ֖וֶן מַחְשְׁבֹתָ֑יו ,Ellp,וִֽירַחֲמֵ֔הוּ ,WYq0
231214,Isaiah,55,10,כַּאֲשֶׁ֣ר יֵרֵד֩ הַגֶּ֨שֶׁם וְהַשֶּׁ֜לֶג מִן־הַשָּׁמַ֗יִם ,xYqX,,,וְשָׁ֨מָּה֙ לֹ֣א יָשׁ֔וּב ,WxY0
231226,Isaiah,55,10,וְשָׁ֨מָּה֙ לֹ֣א יָשׁ֔וּב ,WxY0,כַּאֲשֶׁ֣ר יֵרֵד֩ הַגֶּ֨שֶׁם וְהַשֶּׁ֜לֶג מִן־הַשָּׁמַ֗יִם ,xYqX,כִּ֚י אִם־הִרְוָ֣ה אֶת־הָאָ֔רֶץ ,xQt0
231252,Isaiah,55,11,אֲשֶׁ֣ר יֵצֵ֣א מִפִּ֔י ,xYq0,,,לֹֽא־יָשׁ֥וּב אֵלַ֖י רֵיקָ֑ם ,xYq0
231256,Isaiah,55,11,לֹֽא־יָשׁ֥וּב אֵלַ֖י רֵיקָ֑ם ,xYq0,אֲשֶׁ֣ר יֵצֵ֣א מִפִּ֔י ,xYq0,כִּ֤י אִם־עָשָׂה֙ ,xQt0
231268,Isaiah,55,11,אֲשֶׁ֥ר שְׁלַחְתִּֽיו׃ ,xQt0,וְהִצְלִ֖יחַ ,WQt0,,
231272,Isaiah,55,12,כִּֽי־בְשִׂמְחָ֣ה תֵצֵ֔אוּ ,xYq0,,,וּבְשָׁלֹ֖ום תּֽוּבָל֑וּן ,WxY0
231296,Isaiah,55,13,תַּ֤חַת הַֽנַּעֲצוּץ֙ יַעֲלֶ֣ה בְרֹ֔ושׁ ,xYqX,,,וְתַ֥חַת הַסִּרְפַּ֖ד יַעֲלֶ֣ה הֲדַ֑ס ,WxYX
231302,Isaiah,55,13,וְתַ֥חַת הַסִּרְפַּ֖ד יַעֲלֶ֣ה הֲדַ֑ס ,WxYX,תַּ֤חַת הַֽנַּעֲצוּץ֙ יַעֲלֶ֣ה בְרֹ֔ושׁ ,xYqX,וְהָיָ֤ה לַֽיהוָה֙ לְשֵׁ֔ם לְאֹ֥ות עֹולָ֖ם ,WQt0
231327,Isaiah,56,1,לָבֹ֔וא ,InfC,כִּֽי־קְרֹובָ֤ה יְשֽׁוּעָתִי֙ ,AjCl,וְצִדְקָתִ֖י ,Ellp
231331,Isaiah,56,1,לְהִגָּלֹֽות׃ ,InfC,וְצִדְקָתִ֖י ,Ellp,,
231454,Isaiah,56,7,וַהֲבִיאֹותִ֞ים אֶל־הַ֣ר קָדְשִׁ֗י ,WQt0,,,וְשִׂמַּחְתִּים֙ בְּבֵ֣ית תְּפִלָּתִ֔י ,WQt0
231482,Isaiah,56,8,מְקַבֵּ֖ץ נִדְחֵ֣י יִשְׂרָאֵ֑ל ,Ptcp,נְאֻם֙ אֲדֹנָ֣י יְהוִ֔ה ,MSyn,עֹ֛וד אֲקַבֵּ֥ץ עָלָ֖יו לְנִקְבָּצָֽיו׃ ,xYq0
231486,Isaiah,56,8,עֹ֛וד אֲקַבֵּ֥ץ עָלָ֖יו לְנִקְבָּצָֽיו׃ ,xYq0,מְקַבֵּ֖ץ נִדְחֵ֣י יִשְׂרָאֵ֑ל ,Ptcp,,
231489,Isaiah,56,8,עֹ֛וד אֲקַבֵּ֥ץ עָלָ֖יו לְנִקְבָּצָֽיו׃ ,xYq0,מְקַבֵּ֖ץ נִדְחֵ֣י יִשְׂרָאֵ֑ל ,Ptcp,,
231542,Isaiah,56,12,אֶקְחָה־יַ֖יִן ,ZYq0,אֵתָ֥יוּ ,ZIm0,וְנִסְבְּאָ֣ה שֵׁכָ֑ר ,WYq0
231568,Isaiah,57,1,וְאַנְשֵׁי־חֶ֤סֶד נֶֽאֱסָפִים֙ ,Ptcp,שָׂ֣ם עַל־לֵ֑ב ,Ptcp,בְּאֵ֣ין מֵבִ֔ין ,Ptcp
231577,Isaiah,57,1,כִּֽי־מִפְּנֵ֥י הָרָעָ֖ה נֶאֱסַ֥ף הַצַּדִּֽיק׃ ,xQtX,בְּאֵ֣ין מֵבִ֔ין ,Ptcp,,
231580,Isaiah,57,2,יָבֹ֣וא שָׁלֹ֔ום ,ZYq0,,,יָנ֖וּחוּ עַל־מִשְׁכְּבֹותָ֑ם ,ZYqX
231585,Isaiah,57,2,הֹלֵ֖ךְ נְכֹחֹֽו׃ ,Ptcp,יָנ֖וּחוּ עַל־מִשְׁכְּבֹותָ֑ם ,ZYqX,,
231589,Isaiah,57,3,וְאַתֶּ֥ם קִרְבוּ־הֵ֖נָּה ,WXIm,,,בְּנֵ֣י עֹנְנָ֑ה זֶ֥רַע מְנָאֵ֖ף ,Voct
231643,Isaiah,57,6,הֶעֱלִ֣ית מִנְחָ֔ה ,ZQt0,גַּם־לָהֶ֞ם שָׁפַ֥כְתְּ נֶ֨סֶךְ֙ ,xQt0,הַ֥עַל אֵ֖לֶּה אֶנָּחֵֽם׃ ,xYq0
231658,Isaiah,57,7,גַּם־שָׁ֥ם עָלִ֖ית ,xQt0,עַ֤ל הַר־גָּבֹ֨הַּ֙ וְנִשָּׂ֔א שַׂ֖מְתְּ מִשְׁכָּבֵ֑ךְ ,xQt0,לִזְבֹּ֥חַ זָֽבַח׃ ,InfC
231674,Isaiah,57,8,כִּ֣י מֵאִתִּ֞י גִּלִּ֣ית ,xQt0,וְאַחַ֤ר הַדֶּ֨לֶת֙ וְהַמְּזוּזָ֔ה שַׂ֖מְתְּ זִכְרֹונֵ֑ךְ ,WxQ0,וַֽתַּעֲלִ֗י ,Way0
231676,Isaiah,57,8,וַֽתַּעֲלִ֗י ,Way0,כִּ֣י מֵאִתִּ֞י גִּלִּ֣ית ,xQt0,הִרְחַ֤בְתְּ מִשְׁכָּבֵךְ֙ ,ZQt0
231699,Isaiah,57,9,וַתְּשַׁלְּחִ֤י צִרַ֨יךְ֙ עַד־מֵ֣רָחֹ֔ק ,Way0,וַתַּרְבִּ֖י רִקֻּחָ֑יִךְ ,Way0,וַתַּשְׁפִּ֖ילִי עַד־שְׁאֹֽול׃ ,Way0
231767,Isaiah,57,13,יִקַּח־הָ֑בֶל ,ZYqX,וְאֶת־כֻּלָּ֥ם יִשָּׂא־ר֖וּחַ ,WxYX,וְיִנְחַל־אֶ֔רֶץ ,WXYq
231850,Isaiah,57,17,וַיֵּ֥לֶךְ שֹׁובָ֖ב בְּדֶ֥רֶךְ לִבֹּֽו׃ ,Way0,וְאֶקְצֹ֑ף ,WYq0,,
232039,Isaiah,58,6,וְשַׁלַּ֤ח רְצוּצִים֙ חָפְשִׁ֔ים ,InfC,הַתֵּ֖ר אֲגֻדֹּ֣ות מֹוטָ֑ה ,InfA,וְכָל־מֹוטָ֖ה תְּנַתֵּֽקוּ׃ ,WxY0
232056,Isaiah,58,7,וַעֲנִיִּ֥ים מְרוּדִ֖ים תָּ֣בִיא בָ֑יִת ,WxY0,הֲלֹ֨וא פָרֹ֤ס לָֽרָעֵב֙ לַחְמֶ֔ךָ ,InfA,כִּֽי־תִרְאֶ֤ה עָרֹם֙ ,xYq0
232079,Isaiah,58,8,וְהָלַ֤ךְ לְפָנֶ֨יךָ֙ צִדְקֶ֔ךָ ,WQtX,וַאֲרֻכָתְךָ֖ מְהֵרָ֣ה תִצְמָ֑ח ,WXYq,כְּבֹ֥וד יְהוָ֖ה יַאַסְפֶֽךָ׃ ,XYqt
232085,Isaiah,58,8,כְּבֹ֥וד יְהוָ֖ה יַאַסְפֶֽךָ׃ ,XYqt,וְהָלַ֤ךְ לְפָנֶ֨יךָ֙ צִדְקֶ֔ךָ ,WQtX,,
232096,Isaiah,58,9,אִם־תָּסִ֤יר מִתֹּֽוכְךָ֙ מֹוטָ֔ה ,xYq0,הִנֵּ֑נִי ,NmCl,שְׁלַ֥ח אֶצְבַּ֖ע ,InfC
232100,Isaiah,58,9,שְׁלַ֥ח אֶצְבַּ֖ע ,InfC,אִם־תָּסִ֤יר מִתֹּֽוכְךָ֙ מֹוטָ֔ה ,xYq0,וְדַבֶּר־אָֽוֶן׃ ,InfA
232166,Isaiah,58,12,מְשֹׁבֵ֥ב נְתִיבֹ֖ות ,Ptcp,גֹּדֵ֣ר פֶּ֔רֶץ ,Ptcp,לָשָֽׁבֶת׃ ,InfC
232171,Isaiah,58,13,אִם־תָּשִׁ֤יב מִשַּׁבָּת֙ רַגְלֶ֔ךָ ,xYq0,,,עֲשֹׂ֥ות חֲפָצֶ֖יךָ בְּיֹ֣ום קָדְשִׁ֑י ,InfC
232378,Isaiah,59,9,בָּאֲפֵלֹ֥ות נְהַלֵּֽךְ׃ ,xYq0,לִנְגֹהֹ֖ות ,Ellp,,
232478,Isaiah,59,14,לָבֹֽוא׃ ,InfC,וּנְכֹחָ֖ה לֹא־תוּכַ֥ל ,WXYq,,
232485,Isaiah,59,15,סָ֥ר מֵרָ֖ע ,Ptcp,וְמִשְׁתֹּולֵ֑ל ,Ptcp,וַיַּ֧רְא יְהוָ֛ה ,WayX
232570,Isaiah,59,19,כִּֽי־יָבֹ֤וא כַנָּהָר֙ צָ֔ר ,xYqX,וּמִמִּזְרַח־שֶׁ֖מֶשׁ אֶת־כְּבֹודֹ֑ו ,Ellp,ר֥וּחַ יְהוָ֖ה נֹ֥סְסָה בֹֽו׃ ,XQtl
232577,Isaiah,59,19,ר֥וּחַ יְהוָ֖ה נֹ֥סְסָה בֹֽו׃ ,XQtl,כִּֽי־יָבֹ֤וא כַנָּהָר֙ צָ֔ר ,xYqX,,
232580,Isaiah,59,20,וּבָ֤א לְצִיֹּון֙ גֹּואֵ֔ל ,WQt0,,,וּלְשָׁבֵ֥י פֶ֖שַׁע בְּיַֽעֲקֹ֑ב ,Ellp
232586,Isaiah,59,20,וּלְשָׁבֵ֥י פֶ֖שַׁע בְּיַֽעֲקֹ֑ב ,Ellp,וּבָ֤א לְצִיֹּון֙ גֹּואֵ֔ל ,WQt0,נְאֻ֖ם יְהוָֽה׃ ,MSyn
232631,Isaiah,60,1,כִּ֣י בָ֣א אֹורֵ֑ךְ ,xQtX,אֹ֖ורִי ,ZIm0,וּכְבֹ֥וד יְהוָ֖ה עָלַ֥יִךְ זָרָֽח׃ ,WXQt
232656,Isaiah,60,3,וְהָלְכ֥וּ גֹויִ֖ם לְאֹורֵ֑ךְ ,WQtX,,,וּמְלָכִ֖ים לְנֹ֥גַהּ זַרְחֵֽךְ׃ ,Ellp
232671,Isaiah,60,4,כֻּלָּ֖ם נִקְבְּצ֣וּ ,XQtl,וּרְאִ֔י ,WIm0,בָֽאוּ־לָ֑ךְ ,ZQt0
232672,Isaiah,60,4,בָֽאוּ־לָ֑ךְ ,ZQt0,כֻּלָּ֖ם נִקְבְּצ֣וּ ,XQtl,בָּנַ֨יִךְ֙ מֵרָחֹ֣וק יָבֹ֔אוּ ,XYqt
232677,Isaiah,60,4,בָּנַ֨יִךְ֙ מֵרָחֹ֣וק יָבֹ֔אוּ ,XYqt,בָֽאוּ־לָ֑ךְ ,ZQt0,וּבְנֹתַ֖יִךְ עַל־צַ֥ד תֵּאָמַֽנָה׃ ,WXYq
232699,Isaiah,60,5,חֵ֥יל גֹּויִ֖ם יָבֹ֥אוּ לָֽךְ׃ ,XYqt,כִּֽי־יֵהָפֵ֤ךְ עָלַ֨יִךְ֙ הֲמֹ֣ון יָ֔ם ,xYqX,,
232711,Isaiah,60,6,כֻּלָּ֖ם מִשְּׁבָ֣א יָבֹ֑אוּ ,XYqt,שִֽׁפְעַ֨ת גְּמַלִּ֜ים תְּכַסֵּ֗ךְ בִּכְרֵ֤י מִדְיָן֙ וְעֵיפָ֔ה ,XYqt,זָהָ֤ב וּלְבֹונָה֙ יִשָּׂ֔אוּ ,xYq0
232723,Isaiah,60,7,כָּל־צֹ֤אן קֵדָר֙ יִקָּ֣בְצוּ לָ֔ךְ ,XYqt,,,אֵילֵ֥י נְבָיֹ֖ות יְשָׁרְת֑וּנֶךְ ,XYqt
232728,Isaiah,60,7,יַעֲל֤וּ עַל־רָצֹון֙ מִזְבְּחִ֔י ,ZYq0,אֵילֵ֥י נְבָיֹ֖ות יְשָׁרְת֑וּנֶךְ ,XYqt,וּבֵ֥ית תִּפְאַרְתִּ֖י אֲפָאֵֽר׃ ,WxY0
232759,Isaiah,60,9,לְהָבִ֤יא בָנַ֨יִךְ֙ מֵֽרָחֹ֔וק ,InfC,וָאֳנִיֹּ֤ות תַּרְשִׁישׁ֙ בָּרִ֣אשֹׁנָ֔ה ,NmCl,כַּסְפָּ֥ם וּזְהָבָ֖ם אִתָּ֑ם לְשֵׁם֙ יְהוָ֣ה אֱלֹהַ֔יִךְ וְלִקְדֹ֥ושׁ יִשְׂרָאֵ֖ל ,NmCl
232803,Isaiah,60,11,לְהָבִ֤יא אֵלַ֨יִךְ֙ חֵ֣יל גֹּויִ֔ם ,InfC,יֹומָ֥ם וָלַ֖יְלָה לֹ֣א יִסָּגֵ֑רוּ ,xYq0,וּמַלְכֵיהֶ֖ם נְהוּגִֽים׃ ,Ptcp
232829,Isaiah,60,13,כְּבֹ֤וד הַלְּבָנֹון֙ אֵלַ֣יִךְ יָבֹ֔וא בְּרֹ֛ושׁ תִּדְהָ֥ר וּתְאַשּׁ֖וּר יַחְדָּ֑ו ,XYqt,,,לְפָאֵר֙ מְקֹ֣ום מִקְדָּשִׁ֔י ,InfC
232844,Isaiah,60,14,וְהָלְכ֨וּ אֵלַ֤יִךְ בְּנֵ֣י מְעַנַּ֔יִךְ ,WQtX,,,שְׁחֹ֨וחַ֙ ,InfC
232871,Isaiah,60,15,וְאֵ֣ין עֹובֵ֑ר ,AjCl,תַּ֧חַת הֱיֹותֵ֛ךְ עֲזוּבָ֥ה וּשְׂנוּאָ֖ה ,CPen,וְשַׂמְתִּיךְ֙ לִגְאֹ֣ון עֹולָ֔ם ,WQt0
232902,Isaiah,60,17,תַּ֣חַת הַנְּחֹ֜שֶׁת אָבִ֣יא זָהָ֗ב ,xYq0,,,וְתַ֤חַת הַבַּרְזֶל֙ אָ֣בִיא כֶ֔סֶף ,WxY0
232908,Isaiah,60,17,וְתַ֤חַת הַבַּרְזֶל֙ אָ֣בִיא כֶ֔סֶף ,WxY0,תַּ֣חַת הַנְּחֹ֜שֶׁת אָבִ֣יא זָהָ֗ב ,xYq0,וְתַ֤חַת הָֽעֵצִים֙ נְחֹ֔שֶׁת ,Ellp
232974,Isaiah,60,20,לֹא־יָבֹ֥וא עֹוד֙ שִׁמְשֵׁ֔ךְ ,xYqX,,,וִירֵחֵ֖ךְ לֹ֣א יֵאָסֵ֑ף ,WXYq
232980,Isaiah,60,20,וִירֵחֵ֖ךְ לֹ֣א יֵאָסֵ֑ף ,WXYq,לֹא־יָבֹ֥וא עֹוד֙ שִׁמְשֵׁ֔ךְ ,xYqX,כִּ֣י יְהוָ֗ה יִֽהְיֶה־לָּךְ֙ לְאֹ֣ור עֹולָ֔ם ,XYqt
233033,Isaiah,61,1,שְׁלָחַ֨נִי֙ ,ZQt0,לְבַשֵּׂ֣ר עֲנָוִ֗ים ,InfC,לַחֲבֹ֣שׁ לְנִשְׁבְּרֵי־לֵ֔ב ,InfC
233221,Isaiah,61,11,תֹּוצִ֣יא צִמְחָ֔הּ ,ZYq0,כִּ֤י כָאָ֨רֶץ֙ וּכְגַנָּ֖ה ,CPen,זֵרוּעֶ֣יהָ תַצְמִ֑יחַ ,xYq0
233249,Isaiah,62,1,עַד־יֵצֵ֤א כַנֹּ֨גַהּ֙ צִדְקָ֔הּ ,xYqX,וּלְמַ֥עַן יְרוּשָׁלִַ֖ם לֹ֣א אֶשְׁקֹ֑וט ,WxY0,וִישׁוּעָתָ֖הּ כְּלַפִּ֥יד ,Ellp
233395,Isaiah,62,9,מְאַסְפָיו֙ ,Ptcp,כִּ֤י יֹאכְלֻ֔הוּ ,XYqt,וְהִֽלְל֖וּ אֶת־יְהוָ֑ה ,WQt0
233402,Isaiah,62,9,מְקַבְּצָ֥יו ,Ptcp,וּֽיִשְׁתֻּ֖הוּ בְּחַצְרֹ֥ות קָדְשִֽׁי׃ ס ,WXYq,,
233407,Isaiah,62,10,עִבְר֤וּ ,ZIm0,,,עִבְרוּ֙ בַּשְּׁעָרִ֔ים ,ZIm0
233408,Isaiah,62,10,עִבְרוּ֙ בַּשְּׁעָרִ֔ים ,ZIm0,עִבְר֤וּ ,ZIm0,פַּנּ֖וּ דֶּ֣רֶךְ הָעָ֑ם ,ZIm0
233441,Isaiah,62,11,הִנֵּ֥ה יִשְׁעֵ֖ךְ בָּ֑א ,XQtl,אִמְרוּ֙ לְבַת־צִיֹּ֔ון ,ZIm0,הִנֵּ֤ה שְׂכָרֹו֙ אִתֹּ֔ו ,NmCl
233466,Isaiah,63,1,מִי־זֶ֣ה׀ בָּ֣א מֵאֱדֹ֗ום חֲמ֤וּץ בְּגָדִים֙ מִבָּצְרָ֔ה ,Ptcp,,,זֶ֚ה ,NmCl
233533,Isaiah,63,4,וּשְׁנַ֥ת גְּאוּלַ֖י בָּֽאָה׃ ,WXQt,כִּ֛י יֹ֥ום נָקָ֖ם בְּלִבִּ֑י ,NmCl,,
233562,Isaiah,63,6,וְאֹורִ֥יד לָאָ֖רֶץ נִצְחָֽם׃ ס ,WYq0,וַאֲשַׁכְּרֵ֖ם בַּחֲמָתִ֑י ,WYq0,,
233652,Isaiah,63,11,הַֽמַּעֲלֵ֣ם מִיָּ֗ם אֵ֚ת רֹעֵ֣י צֹאנֹ֔ו ,Ptcp,אַיֵּ֣ה׀ ,NmCl,אַיֵּ֛ה ,NmCl
233666,Isaiah,63,12,מֹולִיךְ֙ לִימִ֣ין מֹשֶׁ֔ה זְרֹ֖ועַ תִּפְאַרְתֹּ֑ו ,Ptcp,,,בֹּ֤וקֵֽעַ מַ֨יִם֙ מִפְּנֵיהֶ֔ם ,Ptcp
233681,Isaiah,63,13,מֹולִיכָ֖ם בַּתְּהֹמֹ֑ות ,Ptcp,,,כַּסּ֥וּס בַּמִּדְבָּ֖ר לֹ֥א יִכָּשֵֽׁלוּ׃ ,xYq0
233699,Isaiah,63,14,בַּבִּקְעָ֣ה תֵרֵ֔ד ,xYq0,כַּבְּהֵמָה֙ ר֥וּחַ יְהוָ֖ה תְּנִיחֶ֑נּוּ ,XYqt,כֵּ֚ן נִהַ֣גְתָּ עַמְּךָ֔ ,xQt0
233758,Isaiah,63,17,שׁ֚וּב לְמַ֣עַן עֲבָדֶ֔יךָ שִׁבְטֵ֖י נַחֲלָתֶֽךָ׃ ,ZIm0,תַּקְשִׁ֥יחַ לִבֵּ֖נוּ מִיִּרְאָתֶ֑ךָ ,ZYq0,,
233785,Isaiah,63,19,יָרַ֔דְתָּ ,ZQt0,לוּא־קָרַ֤עְתָּ שָׁמַ֨יִם֙ ,xQt0,מִפָּנֶ֖יךָ הָרִ֥ים נָזֹֽלּוּ׃ ,XQtl
233811,Isaiah,64,2,יָרַ֕דְתָּ ,xQt0,לֹ֣א נְקַוֶּ֑ה ,xYq0,מִפָּנֶ֖יךָ הָרִ֥ים נָזֹֽלּוּ׃ ,XQtl
233985,Isaiah,65,2,הַהֹלְכִים֙ הַדֶּ֣רֶךְ אַחַ֖ר מַחְשְׁבֹתֵיהֶֽם׃ ,Ptcp,פֵּרַ֧שְׂתִּי יָדַ֛י כָּל־הַיֹּ֖ום אֶל־עַ֣ם סֹורֵ֑ר ,ZQt0,לֹא־טֹ֔וב ,AjCl
234030,Isaiah,65,5,קְרַ֣ב אֵלֶ֔יךָ ,ZIm0,הָאֹֽמְרִים֙ ,Ptcp,אַל־תִּגַּשׁ־בִּ֖י ,xYq0
234033,Isaiah,65,5,אַל־תִּגַּשׁ־בִּ֖י ,xYq0,קְרַ֣ב אֵלֶ֔יךָ ,ZIm0,כִּ֣י קְדַשְׁתִּ֑יךָ ,xQt0
234110,Isaiah,65,9,וְהֹוצֵאתִ֤י מִֽיַּעֲקֹב֙ זֶ֔רַע ,WQt0,,,וּמִיהוּדָ֖ה יֹורֵ֣שׁ הָרָ֑י ,Ellp
234301,Isaiah,65,17,וְלֹ֥א תַעֲלֶ֖ינָה עַל־לֵֽב׃ ,WxY0,וְלֹ֤א תִזָּכַ֨רְנָה֙ הָרִ֣אשֹׁנֹ֔ות ,WxYX,,
234519,Isaiah,66,3,מַעֲלֵ֤ה מִנְחָה֙ ,Ptcp,עֹ֣רֵֽף כֶּ֔לֶב ,Ptcp,דַּם־חֲזִ֔יר ,Ellp
234544,Isaiah,66,4,וּמְגֽוּרֹתָם֙ אָבִ֣יא לָהֶ֔ם ,WxY0,גַּם־אֲנִ֞י אֶבְחַ֣ר בְּתַעֲלֻלֵיהֶ֗ם ,XYqt,יַ֤עַן קָרָ֨אתִי֙ ,xQt0
234608,Isaiah,66,7,בְּטֶ֨רֶם יָבֹ֥וא חֵ֛בֶל לָ֖הּ ,xYqX,יָלָ֑דָה ,ZQt0,וְהִמְלִ֥יטָה זָכָֽר׃ ,WQt0
234749,Isaiah,66,15,כִּֽי־הִנֵּ֤ה יְהוָה֙ בָּאֵ֣שׁ יָבֹ֔וא ,XYqt,,,וְכַסּוּפָ֖ה מַרְכְּבֹתָ֑יו ,Ellp
234756,Isaiah,66,15,לְהָשִׁ֤יב בְּחֵמָה֙ אַפֹּ֔ו ,InfC,וְכַסּוּפָ֖ה מַרְכְּבֹתָ֑יו ,Ellp,וְגַעֲרָתֹ֖ו בְּלַהֲבֵי־אֵֽשׁ׃ ,Ellp
234813,Isaiah,66,18,בָּאָ֕ה ,Ptcp,מַעֲשֵׂיהֶם֙ וּמַחְשְׁבֹ֣תֵיהֶ֔ם ,NmCl,לְקַבֵּ֥ץ אֶת־כָּל־הַגֹּויִ֖ם וְהַלְּשֹׁנֹ֑ות ,InfC
