verb_id,book,chapter,verse_num,clause,cl_type,prec_cl,pr_cl_type,next_cl,n_cl_type
216635,Isaiah,13,10,בְּצֵאתֹ֔ו ,InfC,חָשַׁ֤ךְ הַשֶּׁ֨מֶשׁ֙ ,ZQtX,וְיָרֵ֖חַ לֹֽא־יַגִּ֥יהַ אֹורֹֽו׃ ,WXYq
216696,Isaiah,13,14,וְאֵ֣ין מְקַבֵּ֑ץ ,Ptcp,כִּצְבִ֣י מֻדָּ֔ח וּכְצֹ֖אן יִפְנ֔וּ ,xYq0,אִ֤ישׁ אֶל־עַמֹּו֙ ,Ellp
216705,Isaiah,13,14,וְיָנֽוּסוּ׃ ,WxY0,אִ֤ישׁ אֶל־עַמֹּו֙ ,Ellp,אִ֥ישׁ אֶל־אַרְצֹ֖ו ,Ellp
216714,Isaiah,13,15,וְכָל־הַנִּסְפֶּ֖ה יִפֹּ֥ול בֶּחָֽרֶב׃ ,WXYq,כָּל־הַנִּמְצָ֖א יִדָּקֵ֑ר ,XYqt,,
216823,Isaiah,13,22,לָבֹוא֙ ,InfC,וְקָרֹ֤וב עִתָּ֔הּ ,AjCl,וְיָמֶ֖יהָ לֹ֥א יִמָּשֵֽׁכוּ׃ ,WXYq
216854,Isaiah,14,2,וּלְקָח֣וּם עַמִּים֮ ,WQtX,,,וֶהֱבִיא֣וּם אֶל־מְקֹומָם֒ ,WQt0
216857,Isaiah,14,2,וֶהֱבִיא֣וּם אֶל־מְקֹומָם֒ ,WQt0,וּלְקָח֣וּם עַמִּים֮ ,WQtX,וְהִֽתְנַחֲל֣וּם בֵּֽית־יִשְׂרָאֵ֗ל עַ֚ל אַדְמַ֣ת יְהוָ֔ה לַעֲבָדִ֖ים וְלִשְׁפָחֹ֑ות ,WQtX
216956,Isaiah,14,8,לֹֽא־יַעֲלֶ֥ה הַכֹּרֵ֖ת עָלֵֽינוּ׃ ,xYqX,מֵאָ֣ז שָׁכַ֔בְתָּ ,xQt0,,
216967,Isaiah,14,9,בֹּואֶ֑ךָ ,InfC,לִקְרַ֣את ,InfC,עֹורֵ֨ר לְךָ֤ רְפָאִים֙ כָּל־עַתּ֣וּדֵי אָ֔רֶץ ,ZQt0
216991,Isaiah,14,11,הוּרַ֥ד שְׁאֹ֛ול גְאֹונֶ֖ךָ הֶמְיַ֣ת נְבָלֶ֑יךָ ,ZQtX,,,תַּחְתֶּ֨יךָ֙ יֻצַּ֣ע רִמָּ֔ה ,xYqX
217003,Isaiah,14,12,אֵ֛יךְ נָפַ֥לְתָּ מִשָּׁמַ֖יִם ,xQt0,,,הֵילֵ֣ל בֶּן־שָׁ֑חַר ,Voct
217023,Isaiah,14,13,הַשָּׁמַ֣יִם אֶֽעֱלֶ֔ה ,xYq0,וְאַתָּ֞ה אָמַ֤רְתָּ בִֽלְבָבְךָ֙ ,WXQt,מִמַּ֥עַל לְכֹֽוכְבֵי־אֵ֖ל אָרִ֣ים כִּסְאִ֑י ,xYq0
217039,Isaiah,14,14,אֶעֱלֶ֖ה עַל־בָּ֣מֳתֵי עָ֑ב ,ZYq0,,,אֶדַּמֶּ֖ה לְעֶלְיֹֽון׃ ,ZYq0
217049,Isaiah,14,15,אַ֧ךְ אֶל־שְׁאֹ֛ול תּוּרָ֖ד אֶל־יַרְכְּתֵי־בֹֽור׃ ,xYq0,,,,
217091,Isaiah,14,19,וְאַתָּ֞ה הָשְׁלַ֤כְתָּ מִֽקִּבְרְךָ֙ כְּנֵ֣צֶר נִתְעָ֔ב ,WXQt,,,לְב֥וּשׁ הֲרֻגִ֖ים מְטֹ֣עֲנֵי חָ֑רֶב ,NmCl
217101,Isaiah,14,19,יֹורְדֵ֥י אֶל־אַבְנֵי־בֹ֖ור כְּפֶ֥גֶר מוּבָֽס׃ ,Ptcp,לְב֥וּשׁ הֲרֻגִ֖ים מְטֹ֣עֲנֵי חָ֑רֶב ,NmCl,,
217204,Isaiah,14,25,וְסָ֤ר מֵֽעֲלֵיהֶם֙ עֻלֹּ֔ו ,WQtX,וְעַל־הָרַ֖י אֲבוּסֶ֑נּוּ ,WxY0,וְסֻ֨בֳּלֹ֔ו מֵעַ֥ל שִׁכְמֹ֖ו יָסֽוּר׃ ,WXYq
217213,Isaiah,14,25,וְסֻ֨בֳּלֹ֔ו מֵעַ֥ל שִׁכְמֹ֖ו יָסֽוּר׃ ,WXYq,וְסָ֤ר מֵֽעֲלֵיהֶם֙ עֻלֹּ֔ו ,WQtX,,
217246,Isaiah,14,27,וּמִ֥י יְשִׁיבֶֽנָּה׃ פ ,WXYq,וְיָדֹ֥ו הַנְּטוּיָ֖ה ,NmCl,,
217270,Isaiah,14,29,כִּֽי־מִשֹּׁ֤רֶשׁ נָחָשׁ֙ יֵ֣צֵא צֶ֔פַע ,xYqX,מַכֵּ֑ךְ ,Ptcp,וּפִרְיֹ֖ו שָׂרָ֥ף מְעֹופֵֽף׃ ,NmCl
217305,Isaiah,14,31,כִּ֤י מִצָּפֹון֙ עָשָׁ֣ן בָּ֔א ,XQtl,פְּלֶ֣שֶׁת כֻּלֵּ֑ךְ ,Voct,וְאֵ֥ין בֹּודֵ֖ד בְּמֹועָדָֽיו׃ ,Ptcp
217340,Isaiah,15,2,עָלָ֨ה הַבַּ֧יִת ,ZQt0,,,וְדִיבֹ֛ן הַבָּמֹ֖ות לְבֶ֑כִי ,Ellp
217374,Isaiah,15,3,יֹרֵ֥ד בַּבֶּֽכִי׃ ,Ptcp,עַ֣ל גַּגֹּותֶ֧יהָ וּבִרְחֹבֹתֶ֛יהָ כֻּלֹּ֥ה יְיֵלִ֖יל ,XYqt,,
217409,Isaiah,15,5,בִּבְכִי֙ יַֽעֲלֶה־בֹּ֔ו ,xYq0,כִּ֣י׀ מַעֲלֵ֣ה הַלּוּחִ֗ית ,CPen,כִּ֚י דֶּ֣רֶךְ חֹורֹנַ֔יִם זַעֲקַת־שֶׁ֖בֶר יְעֹעֵֽרוּ׃ ,xYq0
217472,Isaiah,16,1,שִׁלְחוּ־כַ֥ר מִסֶּ֣לַע מִדְבָּ֑רָה אֶל־הַ֖ר בַּת־צִיֹּֽון׃ ,ZIm0,,,מֹשֵֽׁל־אֶ֖רֶץ ,Voct
217489,Isaiah,16,2,וְהָיָ֥ה כְעֹוף־נֹודֵ֖ד קֵ֣ן מְשֻׁלָּ֑ח ,WQt0,,,תִּֽהְיֶ֨ינָה֙ בְּנֹ֣ות מֹואָ֔ב מַעְבָּרֹ֖ת לְאַרְנֹֽון׃ ,ZYqX
217496,Isaiah,16,3,הָבִ֤יאִי עֵצָה֙ ,ZIm0,,,עֲשׂ֣וּ פְלִילָ֔ה ,ZIm0
217512,Isaiah,16,3,נֹדֵ֖ד אַל־תְּגַלִּֽי׃ ,xYq0,סַתְּרִי֙ נִדָּחִ֔ים ,ZIm0,,
217598,Isaiah,16,8,עָ֥בְרוּ יָֽם׃ ,ZQt0,שְׁלֻ֣חֹותֶ֔יהָ נִטְּשׁ֖וּ ,XQtl,,
217620,Isaiah,16,9,כִּ֧י עַל־קֵיצֵ֛ךְ וְעַל־קְצִירֵ֖ךְ הֵידָ֥ד נָפָֽל׃ ,XQtl,חֶשְׁבֹּ֖ון וְאֶלְעָלֵ֑ה ,Voct,,
217622,Isaiah,16,10,וְנֶאֱסַ֨ף שִׂמְחָ֤ה וָגִיל֙ מִן־הַכַּרְמֶ֔ל ,WQtX,,,וּבַכְּרָמִ֥ים לֹֽא־יְרֻנָּ֖ן ,WxY0
217671,Isaiah,16,12,וּבָ֧א אֶל־מִקְדָּשֹׁ֛ו ,WQt0,כִּֽי־נִלְאָ֥ה מֹואָ֖ב עַל־הַבָּמָ֑ה ,xQtX,לְהִתְפַּלֵּ֖ל ,InfC
217721,Isaiah,17,1,הִנֵּ֤ה דַמֶּ֨שֶׂק֙ מוּסָ֣ר מֵעִ֔יר ,Ptcp,מַשָּׂ֖א דַּמָּ֑שֶׂק ,NmCl,וְהָיְתָ֖ה מְעִ֥י מַפָּלָֽה׃ ,WQt0
217776,Isaiah,17,5,כֶּֽאֱסֹף֙ קָצִ֣יר קָמָ֔ה ,InfC,וְהָיָ֗ה ,WQt0,וּזְרֹעֹ֖ו שִׁבֳּלִ֣ים יִקְצֹ֑ור ,WXYq
217935,Isaiah,17,13,וְנָ֣ס מִמֶּרְחָ֑ק ,WQt0,וְגָ֥עַר בֹּ֖ו ,WQt0,וְרֻדַּ֗ף כְּמֹ֤ץ הָרִים֙ לִפְנֵי־ר֔וּחַ ,WQt0
217980,Isaiah,18,2,הַשֹּׁלֵ֨חַ בַּיָּ֜ם צִירִ֗ים ,Ptcp,,,וּבִכְלֵי־גֹמֶא֮ עַל־פְּנֵי־מַיִם֒ ,Ellp
217992,Isaiah,18,2,לְכ֣וּ׀ אֶל־גֹּוי֙ מְמֻשָּׁ֣ךְ וּמֹורָ֔ט ,ZIm0,וּבִכְלֵי־גֹמֶא֮ עַל־פְּנֵי־מַיִם֒ ,Ellp,מַלְאָכִ֣ים קַלִּ֗ים ,Voct
218076,Isaiah,18,5,וְאֶת־הַנְּטִישֹׁ֖ות הֵסִ֥יר ,WxQ0,וְכָרַ֤ת הַזַּלְזַלִּים֙ בַּמַּזְמֵרֹ֔ות ,WQt0,הֵתַֽז׃ ,ZQt0
218147,Isaiah,19,1,וּבָ֣א מִצְרַ֔יִם ,WQt0,הִנֵּ֨ה יְהוָ֜ה רֹכֵ֨ב עַל־עָ֥ב קַל֙ ,Ptcp,וְנָע֞וּ אֱלִילֵ֤י מִצְרַ֨יִם֙ מִפָּנָ֔יו ,WQtX
218269,Isaiah,19,8,מַשְׁלִיכֵ֥י בַיְאֹ֖ור חַכָּ֑ה ,Ptcp,וְאָ֣בְל֔וּ כָּל־,WQtX,וּ,NmCl
218487,Isaiah,19,20,וְיִשְׁלַ֥ח לָהֶ֛ם מֹושִׁ֥יעַ וָרָ֖ב ,WYq0,כִּֽי־יִצְעֲק֤וּ אֶל־יְהוָה֙ מִפְּנֵ֣י לֹֽחֲצִ֔ים ,xYq0,וְהִצִּילָֽם׃ ,WQt0
218530,Isaiah,19,22,וְשָׁ֨בוּ֙ עַד־יְהוָ֔ה ,WQt0,וְנָגַ֧ף יְהוָ֛ה אֶת־מִצְרַ֖יִם נָגֹ֣ף וְרָפֹ֑וא ,WQtX,וְנֶעְתַּ֥ר לָהֶ֖ם ,WQt0
218549,Isaiah,19,23,וּבָֽא־אַשּׁ֥וּר בְּמִצְרַ֖יִם ,WQtX,בַּיֹּ֣ום הַה֗וּא תִּהְיֶ֨ה מְסִלָּ֤ה מִמִּצְרַ֨יִם֙ אַשּׁ֔וּרָה ,xYqX,וּמִצְרַ֣יִם בְּאַשּׁ֑וּר ,Ellp
218598,Isaiah,20,1,בֹּ֤א תַרְתָּן֙ אַשְׁדֹּ֔ודָה ,InfC,בִּשְׁנַ֨ת ,CPen,בִּשְׁלֹ֣ח אֹתֹ֔ו סַֽרְגֹ֖ון מֶ֣לֶךְ אַשּׁ֑וּר ,InfC
218602,Isaiah,20,1,בִּשְׁלֹ֣ח אֹתֹ֔ו סַֽרְגֹ֖ון מֶ֣לֶךְ אַשּׁ֑וּר ,InfC,בֹּ֤א תַרְתָּן֙ אַשְׁדֹּ֔ודָה ,InfC,וַיִּלָּ֥חֶם בְּאַשְׁדֹּ֖וד ,Way0
218627,Isaiah,20,2,לֵ֗ךְ ,ZIm0,לֵאמֹר֒ ,InfC,וּפִתַּחְתָּ֤ הַשַּׂק֙ מֵעַ֣ל מָתְנֶ֔יךָ ,WQt0
218644,Isaiah,20,2,הָלֹ֖ךְ עָרֹ֥ום וְיָחֵֽף׃ ס ,InfA,וַיַּ֣עַשׂ כֵּ֔ן ,Way0,,
218653,Isaiah,20,3,כַּאֲשֶׁ֥ר הָלַ֛ךְ עַבְדִּ֥י יְשַׁעְיָ֖הוּ עָרֹ֣ום וְיָחֵ֑ף שָׁלֹ֤שׁ שָׁנִים֙ אֹ֣ות וּמֹופֵ֔ת עַל־מִצְרַ֖יִם וְעַל־כּֽוּשׁ׃ ,CPen,וַיֹּ֣אמֶר יְהוָ֔ה ,WayX,,
218718,Isaiah,20,6,אֲשֶׁר־נַ֤סְנוּ שָׁם֙ לְעֶזְרָ֔ה ,xQt0,הִנֵּה־כֹ֣ה מַבָּטֵ֗נוּ ,NmCl,לְהִ֨נָּצֵ֔ל מִפְּנֵ֖י מֶ֣לֶךְ אַשּׁ֑וּר ,InfC
218744,Isaiah,21,1,כְּסוּפֹ֤ות בַּנֶּ֨גֶב֙ מִמִּדְבָּ֣ר בָּ֔א מֵאֶ֖רֶץ נֹורָאָֽה׃ ,xQt0,מַשָּׂ֖א מִדְבַּר־יָ֑ם ,NmCl,לַֽחֲלֹ֔ף ,InfC
218759,Isaiah,21,2,עֲלִ֤י ,ZIm0,וְהַשֹּׁודֵ֣ד׀ שֹׁודֵ֔ד ,Ptcp,עֵילָם֙ ,Voct
218811,Isaiah,21,6,לֵ֚ךְ ,ZIm0,כִּ֣י כֹ֥ה אָמַ֛ר אֵלַ֖י אֲדֹנָ֑י ,xQtX,הַעֲמֵ֣ד הַֽמְצַפֶּ֔ה ,ZIm0
218853,Isaiah,21,9,וְהִנֵּה־זֶ֥ה בָא֙ רֶ֣כֶב אִ֔ישׁ צֶ֖מֶד פָּֽרָשִׁ֑ים ,WXQt,,,וַיַּ֣עַן ,Way0
218862,Isaiah,21,9,נָפְלָ֤ה ,ZQt0,וַיֹּ֗אמֶר ,Way0,נָֽפְלָה֙ בָּבֶ֔ל ,ZQtX
218863,Isaiah,21,9,נָֽפְלָה֙ בָּבֶ֔ל ,ZQtX,נָפְלָ֤ה ,ZQt0,וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃ ,WxQ0
218911,Isaiah,21,12,שֻׁ֥בוּ ,ZIm0,בְּעָ֖יוּ ,ZIm0,אֵתָֽיוּ׃ ס ,ZIm0
218991,Isaiah,22,1,כִּֽי־עָלִ֥ית כֻּלָּ֖ךְ לַגַּגֹּֽות׃ ,xQtX,מַה־לָּ֣ךְ אֵפֹ֔וא ,NmCl,,
219088,Isaiah,22,8,וַיְגַ֕ל אֵ֖ת מָסַ֣ךְ יְהוּדָ֑ה ,Way0,,,וַתַּבֵּט֙ בַּיֹּ֣ום הַה֔וּא אֶל־נֶ֖שֶׁק בֵּ֥ית הַיָּֽעַר׃ ,Way0
219113,Isaiah,22,9,וַֽתְּקַבְּצ֔וּ אֶת־מֵ֥י הַבְּרֵכָ֖ה הַתַּחְתֹּונָֽה׃ ,Way0,כִּי־רָ֑בּוּ ,xQt0,,
219200,Isaiah,22,14,וְנִגְלָ֥ה בְאָזְנָ֖י יְהוָ֣ה צְבָאֹ֑ות ,WQtX,,,אִם־יְ֠כֻפַּר הֶעָוֹן֙ הַזֶּ֤ה לָכֶם֙ ,xYqX
219223,Isaiah,22,15,לֶךְ־,ZIm0,כֹּ֥ה אָמַ֛ר אֲדֹנָ֥י יְהוִ֖ה צְבָאֹ֑ות ,xQtX,בֹּא֙ אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א ,ZIm0
219224,Isaiah,22,15,בֹּא֙ אֶל־הַסֹּכֵ֣ן הַזֶּ֔ה עַל־שֶׁבְנָ֖א ,ZIm0,לֶךְ־,ZIm0,אֲשֶׁ֥ר עַל־הַבָּֽיִת׃ ,NmCl
219405,Isaiah,22,25,וְנָפְלָ֗ה ,WQt0,וְנִגְדְּעָ֣ה ,WQt0,וְנִכְרַת֙ הַמַּשָּׂ֣א ,WQtX
219425,Isaiah,23,1,מִבֹּ֔וא מֵאֶ֥רֶץ כִּתִּ֖ים ,InfC,כִּֽי־שֻׁדַּ֤ד מִבַּ֨יִת֙ ,xQt0,נִגְלָה־לָֽמֹו׃ ,xQt0
219429,Isaiah,23,1,נִגְלָה־לָֽמֹו׃ ,xQt0,מִבֹּ֔וא מֵאֶ֥רֶץ כִּתִּ֖ים ,InfC,,
219436,Isaiah,23,2,עֹבֵ֥ר יָ֖ם ,Ptcp,סֹחֵ֥ר צִידֹ֛ון מִלְאֽוּךְ׃ ,XQtl,,
219482,Isaiah,23,6,עִבְר֖וּ תַּרְשִׁ֑ישָׁה ,ZIm0,,,הֵילִ֖ילוּ ,ZIm0
219527,Isaiah,23,10,עִבְרִ֥י אַרְצֵ֖ךְ כַּיְאֹ֑ר ,ZIm0,,,בַּת־תַּרְשִׁ֕ישׁ ,Voct
219565,Isaiah,23,12,כִּתִּים֙ עֲבֹ֔רִי ,xIm0,הַֽמְעֻשָּׁקָ֞ה בְּתוּלַ֣ת בַּת־צִידֹ֗ון ,Voct,ק֣וּמִי ,ZIm0
219623,Isaiah,23,16,קְחִ֥י כִנֹּ֛ור ,ZIm0,,,סֹ֥בִּי עִ֖יר ,ZIm0
219646,Isaiah,23,17,וְשָׁבָ֖ה לְאֶתְנַנָּ֑ה ,WQt0,יִפְקֹ֤ד יְהוָה֙ אֶת־צֹ֔ר ,ZYqX,וְזָֽנְתָ֛ה אֶת־כָּל־מַמְלְכֹ֥ות הָאָ֖רֶץ עַל־פְּנֵ֥י הָאֲדָמָֽה׃ ,WQt0
219775,Isaiah,24,5,כִּֽי־עָבְר֤וּ תֹורֹת֙ ,xQt0,וְהָאָ֥רֶץ חָנְפָ֖ה תַּ֣חַת יֹשְׁבֶ֑יהָ ,WXQt,חָ֣לְפוּ חֹ֔ק ,ZQt0
219834,Isaiah,24,10,מִבֹּֽוא׃ ,InfC,סֻגַּ֥ר כָּל־בַּ֖יִת ,ZQtX,,
219845,Isaiah,24,11,גָּלָ֖ה מְשֹׂ֥ושׂ הָאָֽרֶץ׃ ,ZQtX,עָֽרְבָה֙ כָּל־שִׂמְחָ֔ה ,ZQtX,,
219938,Isaiah,24,18,הַנָּ֞ס מִקֹּ֤ול הַפַּ֨חַד֙ ,Ptcp,וְֽ֠הָיָה ,WQt0,יִפֹּ֣ל אֶל־הַפַּ֔חַת ,XYqt
219943,Isaiah,24,18,יִפֹּ֣ל אֶל־הַפַּ֔חַת ,XYqt,הַנָּ֞ס מִקֹּ֤ול הַפַּ֨חַד֙ ,Ptcp,וְיִלָּכֵ֖ד בַּפָּ֑ח ,WXYq
219949,Isaiah,24,18,הָֽעֹולֶה֙ מִתֹּ֣וךְ הַפַּ֔חַת ,Ptcp,וְיִלָּכֵ֖ד בַּפָּ֑ח ,WXYq,כִּֽי־אֲרֻבֹּ֤ות מִמָּרֹום֙ נִפְתָּ֔חוּ ,XQtl
219993,Isaiah,24,20,וְנָפְלָ֖ה ,WQt0,וְכָבַ֤ד עָלֶ֨יהָ֙ פִּשְׁעָ֔הּ ,WQtX,וְלֹא־תֹסִ֥יף ,WxY0
220023,Isaiah,24,22,וְאֻסְּפ֨וּ אֲסֵפָ֤ה אַסִּיר֙ עַל־בֹּ֔ור ,WQt0,,,וְסֻגְּר֖וּ עַל־מַסְגֵּ֑ר ,WQt0
220204,Isaiah,25,8,וְחֶרְפַּ֣ת עַמֹּ֗ו יָסִיר֙ מֵעַ֣ל כָּל־הָאָ֔רֶץ ,WxY0,וּמָחָ֨ה אֲדֹנָ֧י יְהוִ֛ה דִּמְעָ֖ה מֵעַ֣ל כָּל־פָּנִ֑ים ,WQtX,כִּ֥י יְהוָ֖ה דִּבֵּֽר׃ פ ,XQtl
220308,Isaiah,26,2,וְיָבֹ֥א גֹוי־צַדִּ֖יק ,WYqX,פִּתְח֖וּ שְׁעָרִ֑ים ,ZIm0,שֹׁמֵ֥ר אֱמֻנִֽים׃ ,Ptcp
220481,Isaiah,26,17,כְּמֹ֤ו הָרָה֙ תַּקְרִ֣יב ,CPen,,,לָלֶ֔דֶת ,InfC
220504,Isaiah,26,18,וּבַֽל־יִפְּל֖וּ יֹשְׁבֵ֥י תֵבֵֽל׃ ,WxYX,יְשׁוּעֹת֙ בַּל־נַ֣עֲשֶׂה אֶ֔רֶץ ,xYq0,,
220523,Isaiah,26,19,וָאָ֖רֶץ רְפָאִ֥ים תַּפִּֽיל׃ ס ,WXYq,כִּ֣י טַ֤ל אֹורֹת֙ טַלֶּ֔ךָ ,NmCl,,
220524,Isaiah,26,20,לֵ֤ךְ ,ZIm0,,,עַמִּי֙ ,Voct
220526,Isaiah,26,20,בֹּ֣א בַחֲדָרֶ֔יךָ ,ZIm0,עַמִּי֙ ,Voct,וּֽסְגֹ֥ר דְּלָתְךָ֖ בַּעֲדֶ֑ךָ ,WIm0
220538,Isaiah,26,20,עַד־יַעֲבָר־זָֽעַם׃ ,xYqX,חֲבִ֥י כִמְעַט־רֶ֖גַע ,ZIm0,,
220543,Isaiah,26,21,כִּֽי־הִנֵּ֤ה יְהוָה֙ יֹצֵ֣א מִמְּקֹומֹ֔ו ,Ptcp,,,לִפְקֹ֛ד עֲוֹ֥ן יֹֽשֵׁב־הָאָ֖רֶץ עָלָ֑יו ,InfC
220554,Isaiah,26,21,וְגִלְּתָ֤ה הָאָ֨רֶץ֙ אֶת־דָּמֶ֔יהָ ,WQtX,לִפְקֹ֛ד עֲוֹ֥ן יֹֽשֵׁב־הָאָ֖רֶץ עָלָ֑יו ,InfC,וְלֹֽא־תְכַסֶּ֥ה עֹ֖וד עַל־הֲרוּגֶֽיהָ׃ ס ,WxY0
220647,Isaiah,27,6,הַבָּאִים֙ ,NmCl,,,יַשְׁרֵ֣שׁ יַֽעֲקֹ֔ב ,ZYqX
220672,Isaiah,27,8,בְּשַׁלְחָ֣הּ ,InfC,בְּסַאסְּאָ֖ה ,InfC,תְּרִיבֶ֑נָּה ,xYq0
220692,Isaiah,27,9,הָסִ֣ר חַטָּאתֹ֑ו ,InfC,וְזֶ֕ה כָּל־פְּרִ֖י ,NmCl,בְּשׂוּמֹ֣ו׀ כָּל־אַבְנֵ֣י מִזְבֵּ֗חַ כְּאַבְנֵי־גִר֙ מְנֻפָּצֹ֔ות ,InfC
220713,Isaiah,27,10,נָוֶ֕ה מְשֻׁלָּ֥ח וְנֶעֱזָ֖ב כַּמִּדְבָּ֑ר ,NmCl,כִּ֣י עִ֤יר בְּצוּרָה֙ בָּדָ֔ד ,NmCl,שָׁ֣ם יִרְעֶ֥ה עֵ֛גֶל ,xYqX
220733,Isaiah,27,11,נָשִׁ֕ים בָּאֹ֖ות ,Ptcp,תִּשָּׁבַ֔רְנָה ,xYq0,מְאִירֹ֣ות אֹותָ֑הּ ,Ptcp
220786,Isaiah,27,13,וּבָ֗אוּ ,WQtX,יִתָּקַע֮ בְּשֹׁופָ֣ר גָּדֹול֒ ,ZYq0,הָאֹֽבְדִים֙ בְּאֶ֣רֶץ אַשּׁ֔וּר ,Ptcp
220911,Isaiah,28,6,מְשִׁיבֵ֥י מִלְחָמָ֖ה שָֽׁעְרָה׃ ס ,Ptcp,וְלִ֨גְבוּרָ֔ה ,NmCl,,
221041,Isaiah,28,13,לְמַ֨עַן יֵלְכ֜וּ ,xYq0,זְעֵ֣יר שָׁ֑ם ,NmCl,וְכָשְׁל֤וּ אָחֹור֙ ,WQt0
221079,Isaiah,28,15,כִּֽי־יַֽעֲבֹר֙ ,xYq0,שֹׁ֣וט שֹׁוטֵ֤ף ,CPen,לֹ֣א יְבֹואֵ֔נוּ ,xYq0
221081,Isaiah,28,15,לֹ֣א יְבֹואֵ֔נוּ ,xYq0,כִּֽי־יַֽעֲבֹר֙ ,xYq0,כִּ֣י שַׂ֧מְנוּ כָזָ֛ב מַחְסֵ֖נוּ ,xQt0
221143,Isaiah,28,18,כִּ֣י יַֽעֲבֹ֔ר ,xYq0,שֹׁ֤וט שֹׁוטֵף֙ ,CPen,וִהְיִ֥יתֶם לֹ֖ו לְמִרְמָֽס׃ ,WQt0
221151,Isaiah,28,19,מִדֵּ֤י עָבְרֹו֙ ,InfC,,,יִקַּ֣ח אֶתְכֶ֔ם ,xYq0
221152,Isaiah,28,19,יִקַּ֣ח אֶתְכֶ֔ם ,xYq0,מִדֵּ֤י עָבְרֹו֙ ,InfC,כִּֽי־בַבֹּ֧קֶר בַּבֹּ֛קֶר יַעֲבֹ֖ר בַּיֹּ֣ום וּבַלָּ֑יְלָה ,xYq0
221161,Isaiah,28,19,כִּֽי־בַבֹּ֧קֶר בַּבֹּ֛קֶר יַעֲבֹ֖ר בַּיֹּ֣ום וּבַלָּ֑יְלָה ,xYq0,יִקַּ֣ח אֶתְכֶ֔ם ,xYq0,וְהָיָ֥ה רַק־זְוָעָ֖ה ,WQtX
221325,Isaiah,28,29,גַּם־זֹ֕את מֵעִ֛ם יְהוָ֥ה צְבָאֹ֖ות יָצָ֑אָה ,XQtl,,,הִפְלִ֣יא עֵצָ֔ה ,ZQt0
221402,Isaiah,29,5,וּכְמֹ֤ץ עֹבֵר֙ הֲמֹ֣ון עָֽרִיצִ֔ים ,Ellp,וְהָיָ֛ה כְּאָבָ֥ק דַּ֖ק הֲמֹ֣ון זָרָ֑יִךְ ,WQtX,וְהָיָ֖ה לְפֶ֥תַע פִּתְאֹֽם׃ ,WQt0
221583,Isaiah,29,13,יַ֚עַן כִּ֤י נִגַּשׁ֙ הָעָ֣ם הַזֶּ֔ה בְּפִ֤יו ,xQtX,וַיֹּ֣אמֶר אֲדֹנָ֗י ,WayX,וּבִשְׂפָתָיו֙ כִּבְּד֔וּנִי ,WxQ0
221673,Isaiah,29,17,וְשָׁ֥ב לְבָנֹ֖ון לַכַּרְמֶ֑ל ,WQtX,הֲלֹוא־עֹוד֙ מְעַ֣ט מִזְעָ֔ר ,NmCl,וְהַכַּרְמֶ֖ל לַיַּ֥עַר יֵחָשֵֽׁב׃ ,WXYq
221820,Isaiah,30,2,הַהֹלְכִים֙ ,Ptcp,,,לָרֶ֣דֶת מִצְרַ֔יִם ,InfC
221822,Isaiah,30,2,לָרֶ֣דֶת מִצְרַ֔יִם ,InfC,הַהֹלְכִים֙ ,Ptcp,וּפִ֖י לֹ֣א שָׁאָ֑לוּ ,WxQ0
221928,Isaiah,30,8,עַתָּ֗ה בֹּ֣וא ,xIm0,,,כָתְבָ֥הּ עַל־ל֛וּחַ אִתָּ֖ם ,ZIm0
221978,Isaiah,30,11,ס֚וּרוּ מִנֵּי־דֶ֔רֶךְ ,ZIm0,,,הַטּ֖וּ מִנֵּי־אֹ֑רַח ,ZIm0
222020,Isaiah,30,13,לָכֵ֗ן יִֽהְיֶ֤ה לָכֶם֙ הֶעָוֹ֣ן הַזֶּ֔ה כְּפֶ֣רֶץ נֹפֵ֔ל ,xYqX,,,נִבְעֶ֖ה בְּחֹומָ֣ה נִשְׂגָּבָ֑ה ,Ptcp
222029,Isaiah,30,13,אֲשֶׁר־פִּתְאֹ֥ם לְפֶ֖תַע יָבֹ֥וא שִׁבְרָֽהּ׃ ,xYqX,נִבְעֶ֖ה בְּחֹומָ֣ה נִשְׂגָּבָ֑ה ,Ptcp,,
222085,Isaiah,30,16,כִ֛י עַל־ס֥וּס נָנ֖וּס ,xYq0,לֹא־,NmCl,עַל־כֵּ֣ן תְּנוּס֑וּן ,xYq0
222088,Isaiah,30,16,עַל־כֵּ֣ן תְּנוּס֑וּן ,xYq0,כִ֛י עַל־ס֥וּס נָנ֖וּס ,xYq0,וְ,Ellp
222107,Isaiah,30,17,מִפְּנֵ֛י גַּעֲרַ֥ת חֲמִשָּׁ֖ה תָּנֻ֑סוּ ,xYq0,אֶ֣לֶף אֶחָ֗ד מִפְּנֵי֙ גַּעֲרַ֣ת אֶחָ֔ד ,NmCl,עַ֣ד אִם־נֹותַרְתֶּ֗ם כַּתֹּ֨רֶן֙ עַל־רֹ֣אשׁ הָהָ֔ר וְכַנֵּ֖ס עַל־הַגִּבְעָֽה׃ ,xQt0
