verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,dir_he,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4
20843,HLK,1QS,1QS,5,28,LKT,W KWL >JC >CR JHJH B <YT H JXD <L MLW>T <FR CNJM W CBH RWX W L BGWD B JXD W JY> M L PNJ H RBJM L LKT B CRJRWT LB W LW> JCWB >L <YT H JXD <WD,L LKT B CRJRWT LB W,,B CRJRWT LB W,0,,,qal,infc,B,,,
20849,CWB,1QS,1QS,5,28,JCWB,W KWL >JC >CR JHJH B <YT H JXD <L MLW>T <FR CNJM W CBH RWX W L BGWD B JXD W JY> M L PNJ H RBJM L LKT B CRJRWT LB W LW> JCWB >L <YT H JXD <WD,LW> JCWB >L <YT H JXD <WD,,>L <YT H JXD,0,,,qal,impf,>L,,,
20372,CWB,1QS,1QS,5,4,JCWB,W >CR JZKJR DBR B CM H NKBD <L KWL H W >M QLL >W L HB<T M YRH >W L KWL DBR >CR L W HW>H QWRH B SPR >W MBRK W HBDJL HW W LW> JCWB <WD <L <YT H JXD,W LW> JCWB <WD <L <YT H JXD,,<L <YT H JXD,0,,,qal,impf,<L,,,
21270,HLK,1QS,1QS,6,11,JLKW,W >LH H MCPVJM >CR JLKW B M >NCJ H TMJM QWDC >JC >T R< HW KWL H B> B <YT H QWDC H HWLKJM B TMJM DRK K >CR YWH,>CR JLKW B M >NCJ H TMJM QWDC,>NCJ H TMJM QWDC,B M,0,,,qal,impf,B,,,
21283,BW>,1QS,1QS,6,11,B>,W >LH H MCPVJM >CR JLKW B M >NCJ H TMJM QWDC >JC >T R< HW KWL H B> B <YT H QWDC H HWLKJM B TMJM DRK K >CR YWH,H B> B <YT H QWDC,,B <YT H QWDC,0,,,qal,ptca,B,,,
20999,CWB,1QS,1QS,6,2,HCB,B HJWT >LH B JFR>L NKWNH <YT H JXD B >MT L MV<T <WLM BJT QWDC L JFR>L W SWD QWDC QWDCJM L >HRWN <DJ >MT L MCPV W BXJRJ RYWN L KPR B<D H >RY W L HCB L RC<JM GMWL M,W L HCB L RC<JM GMWL M,,L RC<JM,0,,,hif,infc,L,,,
21584,JY>,1QS,1QS,6,25,JY>W,W M KWL <YT H TWRH LW> JY>W L LKT B KWL CRJRWT LB M,W M KWL <YT H TWRH LW> JY>W,,M KWL <YT H TWRH,0,,,qal,impf,MN,,,
21623,HLK,1QS,1QS,6,27,HTHLK,>LH H XWQJM L MFKJL L HTHLK B M <M KWL XJ L TKWN <T W <T W L MCQL >JC W >JC,L HTHLK B M <M KWL XJ L TKWN <T W <T W L MCQL >JC W >JC,,B M,0,,,hit,infc,B,,,
21017,XWC,1QS,1QS,6,3,JXJCW,HJ>H XWMT H BXN PNT JQR BL JZD<Z<W JSWDWTJ HW W BL JXJCW M MQWM M M<WN QWDC QWDCJM L >HRWN B D<T KWL M L BRJT MCPV W L QRJB RJX NJXWX W BJT TMJM W >MT B JFR>L L HQM BRJT L XWQWT <WLM,W BL JXJCW M MQWM M,,M MQWM M,0,,,hif,impf,MN,,,
21804,GLH,1QS,1QS,6,31,NGLH,W >CR LW> L HWKJX W L HTRWBB <M >NCJ H CXT W L STR >T <YT H TWRH B TWK >NCJ H <WL W L HWKJX D<T >MT W MCPV YDQ L BWXRJ DRK >JC K RWX W K TKWN H <T L HNXWT M B D<H W KN L HFKJL M B RZJ PL> W >MT B TWK >NCJ H JXD L HLK TMJM >JC >T R< HW B KWL H NGLH L HM,H NGLH L HM,,L HM,0,,,nif,ptca,L,,,
21836,SWR,1QS,1QS,6,33,HSR,W L HFKJL M KWL H NMY> L <FWT B <T H ZW>T W HBDL M KWL >JC W LW> HSR DRK W M KWL <WL,W LW> HSR DRK W M KWL <WL,,M KWL <WL,0,,,hif,infa,MN,,,
21133,HLK,1QS,1QS,6,6,LKT,W B HJWT >LH L JXD B JFR>L B TKWNJM H >LH JBDLW M TWK MWCB HNCJ H <WL L LKT L MDBR L PNWT CM >T DRK HW>H> K >CR KTWB B MDBR PNW DRK JJJJ JCRW B <RBH MSLH L >LWHJ NW,L LKT L MDBR,,L MDBR,0,,,qal,infc,L,,,
21200,SWR,1QS,1QS,6,8,JSWR,W KWL >JC M >NCJ H JXD BRJT H JXD >CR JSWR M KWL H MYWH DBR B JD RMH >L JG< B VHRT >NCJ H QWDC W >L JD< B KWL <YT M <D >CR JZKW M<FJ W M KWL <WL L HLK B TMJM DRK,>CR JSWR M KWL H MYWH DBR B JD RMH,,M KWL H MYWH,0,,,qal,impf,MN,,,
21237,QRB,1QS,1QS,6,9,QRB,W QRB HW B <YH <L PJ H RBJM W >XR JKTB B TKWN W,W QRB HW B <YH <L PJ H RBJM,HW,B <YH,0,,,piel,perf,B,,,
22183,BW>,1QS,1QS,7,11,>BW>H,<M MBW> JWM W LJLH >BW>H B BRJT >L W <M MWY> <RB W BWQR >MR XWQJ W,<M MBW> JWM W LJLH >BW>H B BRJT >L,,B BRJT >L,0,,,qal,impf,B,,,
22272,JY>,1QS,1QS,7,16,Y>T,B RCJT MCLX JDJ W RGLJ >BRK CM W B R>CJT Y>T W BW> L CBT W QWM W <M MCKB JYW< J >RNNH L W,B R>CJT Y>T,,B R>CJT,0,,,qal,infc,B,,,
22012,PNH,1QS,1QS,7,2,PNJ,B RCJT >CMWRJ XWCK KJ> JPTX >WYR W W JCT HW <L T W B TQWPT W <M H>SP W M PNJ >WR,<M H>SP W M PNJ >WR,,M PNJ >WR,0,,,NA,NA,MN,,,
22365,CWB,1QS,1QS,7,22,>CJB,LW> >CJB L >JC GMWL R< B VWB >RDP GBR,LW> >CJB L >JC GMWL R<,,L >JC,0,,,hif,impf,L,,,
22415,CWB,1QS,1QS,7,26,>CJB,W >P J> LW> >CJB M >NCJ <WLH W LW> >RYH <D HKJN MCPV,W >P J> LW> >CJB M >NCJ <WLH,,M >NCJ <WLH,0,,,hif,impf,MN,,,
22570,CWB,1QS,1QS,7,33,HCJB,>XLQH XWQ B QW <TJM W YDQ >HBT XSD L NJKN<JM W XZWQ JDJM L NMHRJ LB W L LMD L TW<J RWX BJNH W L HFKJL RWKNJM B LQX W L HCJB <NWH L NGD RMJ RWX W B RWX NCBRH L >NCJ MVH CWLXJ >YB< W MDBRJ >WN W MQNJ HWN,W L HCJB <NWH L NGD,,L NGD,0,,,hif,infc,L,,,
22771,HLK,1QS,1QS,7,42,HWLKJ,<WWNWTJ PC<J XV>T J <M N<WJT LBB J L SWD RMH W HWLKJ XWCK,W HWLKJ XWCK,,XWCK,0,,,qal,ptca,,,,
22944,PNH,1QS,1QS,7,52,PNJ,HKN B YDQ KWL M<FJ W W HQM L BN >MT KH K >CR RYJTH L BXJRJ >DM L HTJYB L PNJ KH L <D,L HTJYB L PNJ KH L <D,,L PNJ KH,0,,,NA,NA,L,,,
22981,CWB,1QS,1QS,7,55,HCJB,W >JN >XR ZWLT KH L HCJB <L <YT KH W L HFKJL B KWL MXCBT QWDC KH W L HBJV B <WMQ RZJ KH W L HTBWNN B KWL NPL>WTJ KH <M KWX GBWRT KH,L HCJB <L <YT KH,,<L <YT KH,0,,,hif,infc,<L,,,
23034,CWB,1QS,1QS,7,58,JCB,W JLWD >CH MH JCB L PNJ KH,MH JCB L PNJ KH,,L PNJ KH,0,,,hif,impf,L,,,
23036,PNH,1QS,1QS,7,58,PNJ,W JLWD >CH MH JCB L PNJ KH,MH JCB L PNJ KH,,L PNJ KH,0,,,NA,NA,L,,,
